"gene_symbol","gene_id","gene_id_clean","biotype","chromosome","start","end","strand","width","detected_in_data","pct_expressing","mean_expression","mean_MBC","mean_prePB","mean_PB","mean_PC"
"AC092159.3","ENSG00000233970.1","ENSG00000233970","antisense","chr2",692083,693235,"-",1153,FALSE,NA,NA,NA,NA,NA,NA
"AC092162.1","ENSG00000230552.1","ENSG00000230552","lincRNA","chr2",177588996,177684038,"-",95043,TRUE,0.0757575757575758,0.000351349238956667,0,0.000156549525684178,0.000702516318936566,0.000468811801878868
"AC092168.3","ENSG00000234169.1","ENSG00000234169","lincRNA","chr2",101286354,101292500,"-",6147,FALSE,NA,NA,NA,NA,NA,NA
"AC092168.4","ENSG00000228488.1","ENSG00000228488","lincRNA","chr2",101338683,101339344,"-",662,FALSE,NA,NA,NA,NA,NA,NA
"AC092171.2","ENSG00000188365.3","ENSG00000188365","antisense","chr7",5459477,5462753,"+",3277,FALSE,NA,NA,NA,NA,NA,NA
"AC092171.4","ENSG00000230733.2","ENSG00000230733","lincRNA","chr7",5515435,5519442,"+",4008,FALSE,NA,NA,NA,NA,NA,NA
"AC092192.1","ENSG00000267290.1","ENSG00000267290","lincRNA","chr19",176907,177913,"+",1007,FALSE,NA,NA,NA,NA,NA,NA
"AC092198.1","ENSG00000223486.1","ENSG00000223486","lincRNA","chrX",39868529,39871435,"+",2907,TRUE,0.0252525252525253,9.76245505155558e-05,0,0.000127093775104157,0.000206962155556547,0
"AC092295.4","ENSG00000228629.2","ENSG00000228629","antisense","chr19",37019220,37026137,"+",6918,FALSE,NA,NA,NA,NA,NA,NA
"AC092295.7","ENSG00000233527.4","ENSG00000233527","antisense","chr19",37063972,37085610,"+",21639,TRUE,2.95454545454545,0.0159310815339042,0,0.0268832759704931,0.0137029845462914,0.0106715218509052
"AC092301.3","ENSG00000269148.1","ENSG00000269148","antisense","chr19",46333422,46334366,"+",945,FALSE,NA,NA,NA,NA,NA,NA
"AC092316.1","ENSG00000268618.1","ENSG00000268618","antisense","chr19",8614390,8615023,"+",634,FALSE,NA,NA,NA,NA,NA,NA
"AC092415.1","ENSG00000235493.1","ENSG00000235493","lincRNA","chr3",28038701,28070095,"-",31395,FALSE,NA,NA,NA,NA,NA,NA
"AC092431.3","ENSG00000231024.1","ENSG00000231024","lincRNA","chr2",69927324,69940979,"-",13656,FALSE,NA,NA,NA,NA,NA,NA
"AC092484.1","ENSG00000225107.1","ENSG00000225107","lincRNA","chr2",146326862,146345592,"-",18731,FALSE,NA,NA,NA,NA,NA,NA
"AC092535.3","ENSG00000227189.2","ENSG00000227189","antisense","chr4",1145160,1147489,"+",2330,FALSE,NA,NA,NA,NA,NA,NA
"AC092570.2","ENSG00000223826.1","ENSG00000223826","lincRNA","chr2",102095852,102103284,"+",7433,FALSE,NA,NA,NA,NA,NA,NA
"AC092580.3","ENSG00000230515.1","ENSG00000230515","lincRNA","chr2",7811735,7812377,"-",643,TRUE,0.0378787878787879,0.00012473405717913,0,0.000342186952843336,0,0
"AC092580.4","ENSG00000235576.1","ENSG00000235576","lincRNA","chr2",7865932,7870836,"+",4905,TRUE,1.71717171717172,0.00984887139467428,0,0.0171178771332316,0.0142307442547504,0.000319605512367309
"AC092594.1","ENSG00000236204.1","ENSG00000236204","lincRNA","chr2",19167729,19546509,"-",378781,TRUE,0.0505050505050505,0.000264049033277627,0,0.000724374209753655,0,0
"AC092597.3","ENSG00000248254.1","ENSG00000248254","antisense","chr4",47558748,47562276,"-",3529,FALSE,NA,NA,NA,NA,NA,NA
"AC092614.2","ENSG00000227542.1","ENSG00000227542","lincRNA","chr2",192093891,192110898,"-",17008,FALSE,NA,NA,NA,NA,NA,NA
"AC092619.1","ENSG00000225493.1","ENSG00000225493","lincRNA","chr2",239419331,239463695,"-",44365,FALSE,NA,NA,NA,NA,NA,NA
"AC092620.3","ENSG00000237772.1","ENSG00000237772","lincRNA","chr2",139362080,139370737,"+",8658,TRUE,0.202020202020202,0.00191684367303216,0.00645238819881879,0.00109834937421044,0.00214757851140529,0.000534131479019233
"AC092625.1","ENSG00000230991.1","ENSG00000230991","lincRNA","chr2",155822025,155824515,"-",2491,FALSE,NA,NA,NA,NA,NA,NA
"AC092635.1","ENSG00000229370.1","ENSG00000229370","lincRNA","chr2",13677798,13749293,"+",71496,FALSE,NA,NA,NA,NA,NA,NA
"AC092652.1","ENSG00000231758.2","ENSG00000231758","antisense","chr2",144398325,144413748,"-",15424,FALSE,NA,NA,NA,NA,NA,NA
"AC092657.2","ENSG00000237760.1","ENSG00000237760","lincRNA","chr7",46341718,46383219,"+",41502,FALSE,NA,NA,NA,NA,NA,NA
"AC092660.1","ENSG00000234877.2","ENSG00000234877","lincRNA","chr2",78825037,78826532,"+",1496,FALSE,NA,NA,NA,NA,NA,NA
"AC092661.1","ENSG00000236922.5","ENSG00000236922","lincRNA","chr4",118349552,118612343,"+",262792,FALSE,NA,NA,NA,NA,NA,NA
"AC092667.2","ENSG00000230393.1","ENSG00000230393","antisense","chr2",100721381,100723966,"+",2586,FALSE,NA,NA,NA,NA,NA,NA
"AC092669.2","ENSG00000241254.1","ENSG00000241254","lincRNA","chr2",66554481,66555973,"+",1493,FALSE,NA,NA,NA,NA,NA,NA
"AC092669.3","ENSG00000232164.1","ENSG00000232164","lincRNA","chr2",66610438,66619582,"+",9145,TRUE,0.0252525252525253,0.000308731372987132,0,0,0.00124562021093127,0
"AC092669.6","ENSG00000225815.2","ENSG00000225815","lincRNA","chr2",66554481,66556116,"+",1636,FALSE,NA,NA,NA,NA,NA,NA
"AC092684.1","ENSG00000237844.1","ENSG00000237844","lincRNA","chr2",164606083,165208733,"-",602651,FALSE,NA,NA,NA,NA,NA,NA
"AC092687.3","ENSG00000236162.1","ENSG00000236162","lincRNA","chr2",10857899,10861078,"+",3180,FALSE,NA,NA,NA,NA,NA,NA
"AC092687.5","ENSG00000234818.1","ENSG00000234818","antisense","chr2",10729292,10744956,"+",15665,TRUE,0.0505050505050505,0.000169604844938579,0,0.000465282428788896,0,0
"AC092835.2","ENSG00000233757.2","ENSG00000233757","lincRNA","chr2",95873283,95881351,"+",8069,TRUE,0.0883838383838384,0.000539361046999136,0,0.000533336975221533,0.00139174510686123,0
"AC092839.3","ENSG00000228108.1","ENSG00000228108","antisense","chr2",54743185,54767834,"-",24650,FALSE,NA,NA,NA,NA,NA,NA
"AC092839.4","ENSG00000234943.2","ENSG00000234943","antisense","chr2",54772505,54773814,"-",1310,FALSE,NA,NA,NA,NA,NA,NA
"AC093063.3","ENSG00000269460.1","ENSG00000269460","lincRNA","chr19",40175884,40185217,"+",9334,FALSE,NA,NA,NA,NA,NA,NA
"AC093074.1","ENSG00000267238.1","ENSG00000267238","lincRNA","chr19",28885758,28887335,"-",1578,FALSE,NA,NA,NA,NA,NA,NA
"AC093110.3","ENSG00000238018.1","ENSG00000238018","antisense","chr2",54888148,54889929,"-",1782,FALSE,NA,NA,NA,NA,NA,NA
"AC093159.1","ENSG00000228541.1","ENSG00000228541","lincRNA","chr2",62690262,62691205,"+",944,TRUE,0.353535353535354,0.00424344127392429,0,0.000408678119862788,0.00552677285345934,0.0106301212049733
"AC093323.3","ENSG00000170846.11","ENSG00000170846","lincRNA","chr4",6675178,6677774,"+",2597,TRUE,4.7979797979798,0.0204544432108647,0.010272181208663,0.0354135081727728,0.0124746222924907,0.0121131232108792
"AC093326.1","ENSG00000223985.1","ENSG00000223985","lincRNA","chr2",490944,492655,"-",1712,FALSE,NA,NA,NA,NA,NA,NA
"AC093326.2","ENSG00000225942.1","ENSG00000225942","lincRNA","chr2",545805,546667,"+",863,FALSE,NA,NA,NA,NA,NA,NA
"AC093326.3","ENSG00000233633.1","ENSG00000233633","lincRNA","chr2",558204,578145,"+",19942,FALSE,NA,NA,NA,NA,NA,NA
"AC093375.1","ENSG00000226383.1","ENSG00000226383","lincRNA","chr2",156868129,156881125,"-",12997,FALSE,NA,NA,NA,NA,NA,NA
"AC093381.2","ENSG00000234308.1","ENSG00000234308","lincRNA","chr2",213660055,213683986,"+",23932,FALSE,NA,NA,NA,NA,NA,NA
"AC093382.1","ENSG00000226276.1","ENSG00000226276","lincRNA","chr2",216804031,216806442,"-",2412,TRUE,0.202020202020202,0.000922787744258272,0,0.00190201900981011,0,0.000895246331627456
"AC093388.3","ENSG00000233654.1","ENSG00000233654","antisense","chr2",191399581,191432828,"+",33248,TRUE,1.21212121212121,0.00566225024568326,0,0.0121630277477835,0.00202262176893152,0.00283741591406296
"AC093390.1","ENSG00000232057.1","ENSG00000232057","antisense","chr2",1828184,1832439,"+",4256,FALSE,NA,NA,NA,NA,NA,NA
"AC093391.2","ENSG00000231890.3","ENSG00000231890","antisense","chr2",136742746,136779888,"+",37143,TRUE,2.99242424242424,0.0123947125794286,0.001023420261829,0.0273892856534574,0.00419896840643993,0.00482084920857115
"AC093495.4","ENSG00000228242.3","ENSG00000228242","antisense","chr3",14186223,14189784,"+",3562,TRUE,0.29040404040404,0.00261795318138141,0.00539471157435964,0.00146743235476859,0.00374141828131169,0.00174522554915024
"AC093585.6","ENSG00000229996.1","ENSG00000229996","antisense","chr2",241949462,241950161,"-",700,FALSE,NA,NA,NA,NA,NA,NA
"AC093590.1","ENSG00000238217.1","ENSG00000238217","lincRNA","chr2",200472791,200523855,"+",51065,TRUE,0.366161616161616,0.0019566899818744,0,0.00300969506209701,0.00105455926660899,0.0023339385082846
"AC093609.1","ENSG00000230587.1","ENSG00000230587","lincRNA","chr2",43324884,43329829,"-",4946,FALSE,NA,NA,NA,NA,NA,NA
"AC093620.5","ENSG00000241269.1","ENSG00000241269","antisense","chr7",5459458,5460398,"+",941,FALSE,NA,NA,NA,NA,NA,NA
"AC093627.10","ENSG00000240859.1","ENSG00000240859","lincRNA","chr7",149597,155465,"+",5869,TRUE,0.29040404040404,0.00141958572978803,0.00364402299679182,0.00192652265071636,0.000963557906591757,0
"AC093627.11","ENSG00000239715.1","ENSG00000239715","lincRNA","chr7",174920,176013,"+",1094,FALSE,NA,NA,NA,NA,NA,NA
"AC093627.12","ENSG00000240093.1","ENSG00000240093","antisense","chr7",182935,194180,"-",11246,FALSE,NA,NA,NA,NA,NA,NA
"AC093627.7","ENSG00000232325.3","ENSG00000232325","lincRNA","chr7",70972,71835,"-",864,FALSE,NA,NA,NA,NA,NA,NA
"AC093627.8","ENSG00000242611.1","ENSG00000242611","lincRNA","chr7",77038,80418,"+",3381,FALSE,NA,NA,NA,NA,NA,NA
"AC093627.9","ENSG00000242474.1","ENSG00000242474","lincRNA","chr7",135853,149466,"-",13614,TRUE,0.340909090909091,0.00253138299756484,0,0.00185245415057844,0.00447929753756006,0.00291017593190304
"AC093639.1","ENSG00000234172.1","ENSG00000234172","lincRNA","chr2",184769256,184813839,"+",44584,FALSE,NA,NA,NA,NA,NA,NA
"AC093642.3","ENSG00000237940.3","ENSG00000237940","lincRNA","chr2",242912834,242919427,"+",6594,TRUE,0.378787878787879,0.00384349765545861,0.0105633947945407,0.00248665450395888,0.00287139001992487,0.00327047324279211
"AC093642.4","ENSG00000226423.1","ENSG00000226423","lincRNA","chr2",242967334,242968327,"-",994,FALSE,NA,NA,NA,NA,NA,NA
"AC093642.6","ENSG00000232002.1","ENSG00000232002","lincRNA","chr2",242989846,243026289,"-",36444,FALSE,NA,NA,NA,NA,NA,NA
"AC093673.5","ENSG00000232533.1","ENSG00000232533","antisense","chr7",143076785,143077588,"-",804,TRUE,2.48737373737374,0.0116293615451776,0.0103997210111486,0.0239827102924471,0.0034570459679939,0.00259338312154933
"AC093690.1","ENSG00000223522.1","ENSG00000223522","antisense","chr2",28530558,28533326,"-",2769,FALSE,NA,NA,NA,NA,NA,NA
"AC093702.1","ENSG00000231156.1","ENSG00000231156","lincRNA","chr2",45240353,45240807,"-",455,FALSE,NA,NA,NA,NA,NA,NA
"AC093732.1","ENSG00000233845.1","ENSG00000233845","antisense","chr2",47262418,47267663,"-",5246,FALSE,NA,NA,NA,NA,NA,NA
"AC093818.1","ENSG00000225205.1","ENSG00000225205","antisense","chr2",173345568,173421324,"-",75757,TRUE,4.00252525252525,0.0382980830348827,0.00953305294695974,0.0115666075588832,0.0318720502330504,0.0972654246017043
"AC093822.1","ENSG00000235009.1","ENSG00000235009","lincRNA","chr2",38658436,38660715,"+",2280,FALSE,NA,NA,NA,NA,NA,NA
"AC093843.1","ENSG00000224819.1","ENSG00000224819","lincRNA","chr2",221655798,221662613,"+",6816,FALSE,NA,NA,NA,NA,NA,NA
"AC093850.2","ENSG00000230838.1","ENSG00000230838","lincRNA","chr2",216582766,216584147,"+",1382,FALSE,NA,NA,NA,NA,NA,NA
"AC093901.1","ENSG00000226856.1","ENSG00000226856","lincRNA","chr2",118889704,118943962,"-",54259,TRUE,0.568181818181818,0.00343322466481891,0.0034414828702667,0.00377245726469822,0.00483524350253122,0.0015908029761753
"AC093911.1","ENSG00000237477.1","ENSG00000237477","lincRNA","chr2",180138558,180150434,"+",11877,FALSE,NA,NA,NA,NA,NA,NA
"AC095067.1","ENSG00000236078.1","ENSG00000236078","lincRNA","chr7",47661537,47669491,"+",7955,FALSE,NA,NA,NA,NA,NA,NA
"AC096554.1","ENSG00000228968.1","ENSG00000228968","lincRNA","chr2",104741726,104763687,"-",21962,FALSE,NA,NA,NA,NA,NA,NA
"AC096558.1","ENSG00000228655.2","ENSG00000228655","antisense","chr2",144052990,144238358,"-",185369,FALSE,NA,NA,NA,NA,NA,NA
"AC096559.1","ENSG00000224184.1","ENSG00000224184","lincRNA","chr2",11988748,12718474,"+",729727,TRUE,0.303030303030303,0.00132023200998181,0.00170290623750171,0.00279519511434142,0,0.00030319543692141
"AC096559.2","ENSG00000223360.1","ENSG00000223360","lincRNA","chr2",12739113,12745271,"+",6159,FALSE,NA,NA,NA,NA,NA,NA
"AC096570.1","ENSG00000233587.1","ENSG00000233587","lincRNA","chr2",22759351,22761160,"+",1810,FALSE,NA,NA,NA,NA,NA,NA
"AC096570.2","ENSG00000234207.1","ENSG00000234207","lincRNA","chr2",22600466,22704876,"+",104411,FALSE,NA,NA,NA,NA,NA,NA
"AC096574.5","ENSG00000227107.1","ENSG00000227107","lincRNA","chr2",238521620,238535168,"+",13549,FALSE,NA,NA,NA,NA,NA,NA
"AC096649.2","ENSG00000229750.1","ENSG00000229750","antisense","chr2",176032632,176033250,"+",619,FALSE,NA,NA,NA,NA,NA,NA
"AC096649.3","ENSG00000229066.1","ENSG00000229066","lincRNA","chr2",176121978,176319368,"+",197391,FALSE,NA,NA,NA,NA,NA,NA
"AC096655.2","ENSG00000230651.3","ENSG00000230651","lincRNA","chr2",108439519,108443347,"-",3829,TRUE,0.467171717171717,0.00192349664145458,0,0.00142407724877154,0.00308160766593939,0.00249930371176245
"AC096669.1","ENSG00000225588.2","ENSG00000225588","lincRNA","chr2",107978738,108023785,"+",45048,FALSE,NA,NA,NA,NA,NA,NA
"AC096669.2","ENSG00000237880.1","ENSG00000237880","lincRNA","chr2",108002088,108159105,"-",157018,FALSE,NA,NA,NA,NA,NA,NA
"AC096669.3","ENSG00000224568.1","ENSG00000224568","lincRNA","chr2",108145943,108172782,"+",26840,TRUE,0.0378787878787879,0.00024628141305677,0,0.000181898182908724,0.000726137920199762,0
"AC096670.3","ENSG00000204581.2","ENSG00000204581","antisense","chr2",111855922,111873165,"-",17244,FALSE,NA,NA,NA,NA,NA,NA
"AC096732.2","ENSG00000226655.1","ENSG00000226655","lincRNA","chr4",124666078,124666828,"-",751,FALSE,NA,NA,NA,NA,NA,NA
"AC096772.6","ENSG00000244567.1","ENSG00000244567","lincRNA","chr2",208686014,208687493,"-",1480,TRUE,1.17424242424242,0.00810969726057061,0.00508060741220828,0.00843369980189046,0.00398540007085653,0.01318893543245
"AC097461.4","ENSG00000234193.1","ENSG00000234193","antisense","chr2",223782105,223784081,"-",1977,FALSE,NA,NA,NA,NA,NA,NA
"AC097467.2","ENSG00000250910.3","ENSG00000250910","antisense","chr4",156197841,156302498,"+",104658,FALSE,NA,NA,NA,NA,NA,NA
"AC097468.4","ENSG00000224090.1","ENSG00000224090","antisense","chr2",219866937,219880443,"+",13507,FALSE,NA,NA,NA,NA,NA,NA
"AC097468.7","ENSG00000235024.1","ENSG00000235024","antisense","chr2",219809351,219826625,"-",17275,FALSE,NA,NA,NA,NA,NA,NA
"AC097495.2","ENSG00000237576.1","ENSG00000237576","antisense","chr2",69059176,69064856,"+",5681,TRUE,0.0378787878787879,0.000192590505170075,0,0.000228370261215247,0.000441167527671206,0
"AC097495.3","ENSG00000228329.1","ENSG00000228329","lincRNA","chr2",69059948,69064324,"-",4377,FALSE,NA,NA,NA,NA,NA,NA
"AC097499.1","ENSG00000235491.1","ENSG00000235491","lincRNA","chr2",126468546,126523419,"+",54874,FALSE,NA,NA,NA,NA,NA,NA
"AC097500.2","ENSG00000237877.2","ENSG00000237877","lincRNA","chr2",186897618,186947960,"-",50343,TRUE,0.252525252525253,0.00174294318042697,0,0.00142379729004559,0.00161857952009103,0.00321001754417798
"AC097532.2","ENSG00000230803.1","ENSG00000230803","lincRNA","chr2",133043368,133051950,"-",8583,FALSE,NA,NA,NA,NA,NA,NA
"AC097662.2","ENSG00000236432.3","ENSG00000236432","antisense","chr2",228085768,228189917,"-",104150,TRUE,0.353535353535354,0.00218681367786551,0.00121585844140822,0.00196192147277149,0.00098310840416534,0.00416806032530168
"AC097713.3","ENSG00000228162.1","ENSG00000228162","lincRNA","chr2",235346972,235370771,"+",23800,FALSE,NA,NA,NA,NA,NA,NA
"AC097713.4","ENSG00000231682.1","ENSG00000231682","lincRNA","chr2",235353234,235363239,"-",10006,FALSE,NA,NA,NA,NA,NA,NA
"AC097721.2","ENSG00000228043.1","ENSG00000228043","lincRNA","chr2",139175854,139259268,"-",83415,TRUE,0.113636363636364,0.000567726941942548,0,0.000657882989927662,0.000483507296050671,0.000811805106461259
"AC097724.3","ENSG00000226833.1","ENSG00000226833","antisense","chr2",28931819,28959071,"-",27253,TRUE,0.0378787878787879,0.00020038959194718,0,8.15230876379777e-05,0,0.000665876066113707
"AC098617.1","ENSG00000233766.3","ENSG00000233766","antisense","chr2",192711265,192908909,"+",197645,FALSE,NA,NA,NA,NA,NA,NA
"AC098820.2","ENSG00000235042.1","ENSG00000235042","antisense","chr2",217250011,217277419,"-",27409,FALSE,NA,NA,NA,NA,NA,NA
"AC098820.4","ENSG00000241520.1","ENSG00000241520","antisense","chr2",217347755,217351919,"-",4165,TRUE,0.126262626262626,0.00106238301779392,0,0.000313286423575096,0.00120604863441718,0.00253307493926384
"AC098823.3","ENSG00000226125.1","ENSG00000226125","lincRNA","chr2",231555636,231565244,"-",9609,FALSE,NA,NA,NA,NA,NA,NA
"AC098828.2","ENSG00000234378.1","ENSG00000234378","lincRNA","chr2",20263617,20306590,"-",42974,FALSE,NA,NA,NA,NA,NA,NA
"AC098872.3","ENSG00000225884.2","ENSG00000225884","antisense","chr2",192658151,192684976,"+",26826,FALSE,NA,NA,NA,NA,NA,NA
"AC098973.1","ENSG00000229243.1","ENSG00000229243","lincRNA","chr3",27872379,27875627,"-",3249,FALSE,NA,NA,NA,NA,NA,NA
"AC098973.2","ENSG00000225548.1","ENSG00000225548","lincRNA","chr3",27844253,27932792,"+",88540,FALSE,NA,NA,NA,NA,NA,NA
"AC099342.1","ENSG00000226097.1","ENSG00000226097","lincRNA","chr7",20336331,20351335,"+",15005,FALSE,NA,NA,NA,NA,NA,NA
"AC099344.2","ENSG00000230952.1","ENSG00000230952","lincRNA","chr2",11497641,11505762,"-",8122,FALSE,NA,NA,NA,NA,NA,NA
"AC099344.3","ENSG00000231403.1","ENSG00000231403","lincRNA","chr2",11528149,11530493,"-",2345,FALSE,NA,NA,NA,NA,NA,NA
"AC099552.2","ENSG00000225612.1","ENSG00000225612","lincRNA","chr7",155059009,155059762,"+",754,FALSE,NA,NA,NA,NA,NA,NA
"AC099552.3","ENSG00000228521.2","ENSG00000228521","lincRNA","chr7",154995857,154996899,"+",1043,FALSE,NA,NA,NA,NA,NA,NA
"AC099684.1","ENSG00000228133.2","ENSG00000228133","antisense","chr17",1921010,1924000,"+",2991,FALSE,NA,NA,NA,NA,NA,NA
"AC099754.1","ENSG00000225386.1","ENSG00000225386","lincRNA","chr3",26660821,26664181,"-",3361,FALSE,NA,NA,NA,NA,NA,NA
"AC099850.1","ENSG00000224738.1","ENSG00000224738","antisense","chr17",57183959,57195628,"+",11670,TRUE,1.31313131313131,0.00478647492255506,0,0.0121869237093171,0.00138829986644802,0
"AC100802.3","ENSG00000253775.1","ENSG00000253775","antisense","chr8",19936816,19975953,"+",39138,FALSE,NA,NA,NA,NA,NA,NA
"AC100830.3","ENSG00000259635.1","ENSG00000259635","antisense","chr15",64993447,65011801,"+",18355,TRUE,0.0378787878787879,0.000166999010152408,0,9.00850172827756e-05,0,0.00052342695345404
"AC100830.4","ENSG00000265967.1","ENSG00000265967","antisense","chr15",64987240,64987793,"+",554,TRUE,0.0757575757575758,0.000612555578221132,0,0.000333692535426081,0.00142405592127348,0.000538250274027801
"AC100830.5","ENSG00000264937.1","ENSG00000264937","antisense","chr15",64988821,64989060,"+",240,FALSE,NA,NA,NA,NA,NA,NA
"AC100848.1","ENSG00000236392.2","ENSG00000236392","lincRNA","chr18",61814443,61826533,"+",12091,FALSE,NA,NA,NA,NA,NA,NA
"AC102953.4","ENSG00000225981.1","ENSG00000225981","antisense","chr7",1499573,1503644,"+",4072,FALSE,NA,NA,NA,NA,NA,NA
"AC102953.6","ENSG00000231927.1","ENSG00000231927","antisense","chr7",1548291,1549063,"-",773,FALSE,NA,NA,NA,NA,NA,NA
"AC103563.8","ENSG00000233850.1","ENSG00000233850","antisense","chr2",95690938,95692454,"-",1517,FALSE,NA,NA,NA,NA,NA,NA
"AC103563.9","ENSG00000231062.1","ENSG00000231062","antisense","chr2",95717140,95718921,"-",1782,FALSE,NA,NA,NA,NA,NA,NA
"AC103564.7","ENSG00000229203.1","ENSG00000229203","lincRNA","chr2",132587374,132589604,"-",2231,FALSE,NA,NA,NA,NA,NA,NA
"AC103828.1","ENSG00000254879.1","ENSG00000254879","antisense","chr11",48035958,48037407,"-",1450,FALSE,NA,NA,NA,NA,NA,NA
"AC103881.1","ENSG00000231040.1","ENSG00000231040","lincRNA","chr2",147595317,147607878,"+",12562,FALSE,NA,NA,NA,NA,NA,NA
"AC104024.1","ENSG00000230709.1","ENSG00000230709","lincRNA","chr17",16879313,16884667,"-",5355,TRUE,5.01262626262626,0.0353709535131022,0.0357815549778851,0.0454273314206135,0.0316562972957133,0.0244507966719079
"AC104024.2","ENSG00000230969.2","ENSG00000230969","lincRNA","chr17",16891643,16893491,"+",1849,TRUE,0.138888888888889,0.000751749231628217,0,0.00109019147578078,0.000249167954717261,0.00114155390581595
"AC104076.3","ENSG00000236153.1","ENSG00000236153","antisense","chr2",181844154,181844817,"-",664,FALSE,NA,NA,NA,NA,NA,NA
"AC104088.1","ENSG00000232555.1","ENSG00000232555","lincRNA","chr2",173180015,173188465,"+",8451,FALSE,NA,NA,NA,NA,NA,NA
"AC104113.3","ENSG00000233847.1","ENSG00000233847","antisense","chr5",60213317,60215400,"+",2084,FALSE,NA,NA,NA,NA,NA,NA
"AC104134.2","ENSG00000225420.1","ENSG00000225420","antisense","chr2",88838238,88875128,"+",36891,FALSE,NA,NA,NA,NA,NA,NA
"AC104135.2","ENSG00000236209.1","ENSG00000236209","lincRNA","chr2",75146682,75151973,"-",5292,FALSE,NA,NA,NA,NA,NA,NA
"AC104135.3","ENSG00000204792.2","ENSG00000204792","lincRNA","chr2",75145275,75165545,"+",20271,TRUE,0.126262626262626,0.00110617821234491,0,0.00014185938169827,0.00282110376321758,0.00138598853182891
"AC104135.4","ENSG00000230836.1","ENSG00000230836","lincRNA","chr2",75167385,75169797,"+",2413,FALSE,NA,NA,NA,NA,NA,NA
"AC104389.16","ENSG00000224091.1","ENSG00000224091","antisense","chr11",5226271,5228538,"+",2268,FALSE,NA,NA,NA,NA,NA,NA
"AC104532.3","ENSG00000266941.1","ENSG00000266941","antisense","chr19",5899906,5901522,"+",1617,FALSE,NA,NA,NA,NA,NA,NA
"AC104532.4","ENSG00000267571.1","ENSG00000267571","antisense","chr19",5911589,5913910,"-",2322,TRUE,0.189393939393939,0.00170144144219434,0.000833471802510371,0.0025817100182448,0.00188960883790326,0.000712269249306187
"AC104534.2","ENSG00000268756.1","ENSG00000268756","antisense","chr19",39310806,39313863,"+",3058,FALSE,NA,NA,NA,NA,NA,NA
"AC104623.2","ENSG00000237633.2","ENSG00000237633","antisense","chr2",16704444,16710655,"+",6212,FALSE,NA,NA,NA,NA,NA,NA
"AC104653.1","ENSG00000228857.2","ENSG00000228857","lincRNA","chr2",114588626,114600933,"-",12308,TRUE,3.27020202020202,0.0181017441566718,0.00692890880545124,0.0265674663965404,0.0156986570894251,0.0141098567536049
"AC104654.1","ENSG00000214691.6","ENSG00000214691","lincRNA","chr2",42104214,42121179,"+",16966,FALSE,NA,NA,NA,NA,NA,NA
"AC104654.2","ENSG00000234362.1","ENSG00000234362","lincRNA","chr2",42158739,42160863,"-",2125,FALSE,NA,NA,NA,NA,NA,NA
"AC104655.2","ENSG00000231851.1","ENSG00000231851","antisense","chr2",105713510,105719402,"-",5893,FALSE,NA,NA,NA,NA,NA,NA
"AC104655.3","ENSG00000226508.1","ENSG00000226508","lincRNA","chr2",105760571,105761882,"+",1312,TRUE,0.277777777777778,0.00164826704134026,0.00411560051506035,0.00292836246634629,0.000162948543764807,0
"AC104695.3","ENSG00000229951.1","ENSG00000229951","antisense","chr2",28607276,28617539,"-",10264,FALSE,NA,NA,NA,NA,NA,NA
"AC104695.4","ENSG00000227938.1","ENSG00000227938","lincRNA","chr2",28671034,28673051,"-",2018,FALSE,NA,NA,NA,NA,NA,NA
"AC104699.1","ENSG00000224220.1","ENSG00000224220","antisense","chr2",25643986,25650512,"+",6527,TRUE,32.3232323232323,0.277416426825244,0.0145411525424454,0.445260832823116,0.239720465409808,0.209840395986211
"AC104777.1","ENSG00000232359.1","ENSG00000232359","lincRNA","chr2",151451616,151476581,"-",24966,FALSE,NA,NA,NA,NA,NA,NA
"AC104777.2","ENSG00000236049.1","ENSG00000236049","lincRNA","chr2",151409046,151428735,"-",19690,FALSE,NA,NA,NA,NA,NA,NA
"AC104777.3","ENSG00000237220.1","ENSG00000237220","lincRNA","chr2",151422648,151424594,"+",1947,FALSE,NA,NA,NA,NA,NA,NA
"AC104777.4","ENSG00000224048.1","ENSG00000224048","lincRNA","chr2",151468895,151491862,"+",22968,FALSE,NA,NA,NA,NA,NA,NA
"AC104781.1","ENSG00000231334.1","ENSG00000231334","antisense","chr2",54974240,54975541,"-",1302,FALSE,NA,NA,NA,NA,NA,NA
"AC104782.3","ENSG00000232084.1","ENSG00000232084","lincRNA","chr2",100824716,100867946,"+",43231,FALSE,NA,NA,NA,NA,NA,NA
"AC104801.1","ENSG00000236651.1","ENSG00000236651","lincRNA","chr2",172967734,172974710,"+",6977,FALSE,NA,NA,NA,NA,NA,NA
"AC104809.2","ENSG00000223991.1","ENSG00000223991","antisense","chr2",241920932,241925489,"-",4558,FALSE,NA,NA,NA,NA,NA,NA
"AC104820.2","ENSG00000234663.1","ENSG00000234663","lincRNA","chr2",181966659,182264286,"+",297628,TRUE,0.795454545454545,0.00444531681294678,0.00445106511778752,0.00483931873925291,0.00547880250383312,0.00288265956689256
"AC104984.4","ENSG00000265289.1","ENSG00000265289","antisense","chr17",28386357,28392695,"-",6339,FALSE,NA,NA,NA,NA,NA,NA
"AC105053.3","ENSG00000229498.1","ENSG00000229498","antisense","chr2",86042253,86052514,"+",10262,FALSE,NA,NA,NA,NA,NA,NA
