"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","peak","transition","from_stage","to_stage","direction","significant"
5.01997085988597e-80,-3.87339143500779,0.016,0.161,1.55253140780779e-74,"chr17-38935805-38936058","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
5.09796825150146e-80,-2.77276868959353,0.037,0.177,1.57665373911011e-74,"chr17-36997391-36997821","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
5.16342331986414e-80,5.03185113782718,0.347,0.008,1.5968970935577e-74,"chr16-4784514-4785172","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.186904396542e-80,-3.25167290008078,0.027,0.187,1.60415910962294e-74,"chr19-921021-921302","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
5.27680259593573e-80,3.10805736075104,0.428,0.036,1.63196201564764e-74,"chr4-77870755-77871038","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.62054600665707e-80,2.88852554031042,0.485,0.05,1.73827188402484e-74,"chr19-52207339-52207625","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.62665106317203e-80,-3.18310261124756,0.027,0.169,1.74016000095828e-74,"chr8-21913458-21914026","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
5.92883801860519e-80,3.74816275789815,0.378,0.02,1.83361766285204e-74,"chrX-24483169-24483423","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.12743575884952e-80,2.7923493118503,0.432,0.048,1.89503818457515e-74,"chr10-104210090-104210423","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.20887717967887e-80,-0.998429786031652,0.327,0.399,1.92022565423646e-74,"chr14-58711349-58711825","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
6.3389643301324e-80,12.4881475185148,0.269,0,1.96045783734438e-74,"chr19-19431076-19431326","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.37093076467449e-80,12.4695390916285,0.264,0,1.97034412852164e-74,"chr9-131710230-131710480","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.37156483829196e-80,3.83302621793747,0.414,0.021,1.97054022910339e-74,"chr2-242824064-242824341","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.56761653979375e-80,-2.12374252105304,0.07,0.205,2.03117333487855e-74,"chr20-30190973-30191268","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
6.58952702321941e-80,4.80929209392838,0.309,0.008,2.03794961199809e-74,"chr8-140718064-140718357","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.64281398780134e-80,3.75707516494336,0.371,0.02,2.05442972482131e-74,"chr10-7860271-7860531","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.69737607922973e-80,11.98882990619,0.27,0,2.07130419739946e-74,"chr2-201983404-201983704","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.79719812350179e-80,2.75839188652704,0.457,0.049,2.10217626085352e-74,"chr10-103590330-103590658","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.88240762829467e-80,11.7614857230617,0.217,0,2.12852908961032e-74,"chrX-23685536-23685854","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.17934094730757e-80,5.25776204345024,0.255,0.005,2.22036195411476e-74,"chr3-52567763-52568024","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.22120064297091e-80,-1.33687405133414,0.213,0.338,2.23330794405226e-74,"chr17-63051812-63052089","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
7.22518298267876e-80,5.73424824411464,0.276,0.004,2.23453956623604e-74,"chr17-14212615-14212932","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.28781146900193e-80,3.9451159871325,0.368,0.017,2.2539087408297e-74,"chr19-925522-925957","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.42234419358165e-80,-1.92361346125965,0.08,0.209,2.29551581109319e-74,"chr12-89888397-89888692","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
7.45315325730478e-80,2.81215541594792,0.494,0.052,2.30504416103991e-74,"chr10-32048987-32049281","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.58882576505926e-80,-12.1212459056345,0,0.114,2.34700373318564e-74,"chr22-41832810-41833060","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
7.88154820133918e-80,12.5357493634932,0.294,0,2.43753429377637e-74,"chr4-123843671-123843921","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.9107021231901e-80,-2.26119901368325,0.065,0.216,2.44655075634113e-74,"chr3-196369675-196369992","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
7.94190884288641e-80,11.6863795301552,0.23,0,2.45620208974832e-74,"chrX-153236795-153237266","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
8.04261500418811e-80,2.53815841040432,0.469,0.063,2.48734758496026e-74,"chr6-42981624-42981918","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
8.06799729579627e-80,11.7730024752167,0.261,0,2.49519759166821e-74,"chr2-27309639-27309918","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
8.16253255221187e-80,5.38038189954571,0.33,0.006,2.52443460495512e-74,"chr17-76250539-76250801","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
8.29912324750781e-80,-3.29572241384201,0.024,0.17,2.56667814587999e-74,"chr14-103382093-103382582","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
8.40172638113086e-80,4.84241259054996,0.355,0.009,2.59841031961872e-74,"chr16-30470137-30470506","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
8.75284099067528e-80,-2.87633040046732,0.036,0.186,2.70699988602713e-74,"chr17-39959957-39960235","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
8.78369129702853e-80,-3.98061674987599,0.014,0.163,2.71654099112331e-74,"chr12-123889371-123889624","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
8.96146398014996e-80,3.99235624988236,0.369,0.018,2.77152092660496e-74,"chr4-102711799-102712161","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.0069831293166e-80,3.49663371943819,0.413,0.027,2.78559867938687e-74,"chr17-65362525-65362841","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.42255471270483e-80,-2.99065333583951,0.032,0.18,2.91412291855293e-74,"chr20-2502323-2502615","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
9.70107987882848e-80,11.8576081093836,0.29,0,3.00026267520516e-74,"chr6-107077431-107077699","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.79105003447827e-80,5.79441191047798,0.313,0.003,3.02808783521313e-74,"chr16-67555278-67555547","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.93180880365331e-80,-3.70416994278185,0.017,0.159,3.07162044051466e-74,"chr4-2696378-2696899","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.04851860994191e-79,5.87079247843797,0.295,0.004,3.24276399015346e-74,"chr19-15334235-15334489","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.08065365973677e-79,-12.1878717924761,0,0.12,3.34214838000449e-74,"chr19-10861977-10862227","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.10151372351262e-79,11.5902914700869,0.192,0,3.40666250784471e-74,"chr12-862036-862299","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.10730431557077e-79,12.4328938506133,0.251,0,3.42457112980888e-74,"chr17-8339616-8339866","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.13110990173742e-79,6.19470731745723,0.262,0.003,3.49819490420235e-74,"chrX-47092870-47093147","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.26951889770618e-79,12.46726889749,0.26,0,3.92625379012488e-74,"chr1-181998612-181998862","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.30428014530888e-79,-2.30761531285789,0.062,0.208,4.03376024819822e-74,"chr17-28706707-28706977","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.31851056767296e-79,-4.69721356536317,0.008,0.142,4.07777081774784e-74,"chr17-38571455-38571754","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.3291036687527e-79,5.46770287864236,0.334,0.005,4.11053220738816e-74,"chr6-116575013-116575280","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.35255126646997e-79,11.7307775271425,0.244,0,4.18304882732435e-74,"chr11-64808723-64808995","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.35960044100273e-79,3.31000563698978,0.433,0.03,4.20484987989357e-74,"chr20-37590779-37591230","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.36147847641555e-79,3.18068308771296,0.448,0.038,4.21065809879514e-74,"chr3-195906729-195907024","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.38179786480481e-79,3.21384722337133,0.402,0.03,4.27350007446048e-74,"chr8-126442332-126442630","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.39181263635554e-79,3.21137104456501,0.431,0.032,4.30447285858315e-74,"chr7-5013546-5013806","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.43147614709999e-79,-1.57100601899822,0.164,0.323,4.4271405948976e-74,"chr9-139621338-139622456","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.43910372577817e-79,-2.59052552043761,0.047,0.198,4.4507304837514e-74,"chrX-152726349-152726629","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.45966310374012e-79,-3.64281010369232,0.017,0.155,4.5143146775681e-74,"chr11-118209380-118209691","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.46875209721105e-79,5.52397559432118,0.289,0.005,4.54242429856558e-74,"chr9-139776821-139777256","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.5006700965573e-79,11.7324402736612,0.23,0,4.64113741432372e-74,"chr12-1703280-1703547","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.52083158803322e-79,-4.17447377135591,0.011,0.147,4.70349106062621e-74,"chr5-133847986-133848285","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.58175778781017e-79,-1.09875049582302,0.349,0.446,4.89191812793839e-74,"chr3-186284818-186285288","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.63276911690902e-79,12.3961373246006,0.237,0,5.04968137555569e-74,"chr3-47205978-47206228","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.64594660905299e-79,-1.80005238929164,0.111,0.263,5.09043553728426e-74,"chr13-28195175-28195466","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.717038714512e-79,3.29036931061722,0.422,0.032,5.3103028027584e-74,"chr6-36646373-36646660","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.72683559049752e-79,-2.85304071501366,0.037,0.183,5.34060169908758e-74,"chr2-131128186-131128682","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.74937966501673e-79,2.36519955492694,0.506,0.074,5.41032398379388e-74,"chr12-67663022-67663297","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.75341639085406e-79,11.776748157342,0.245,0,5.42280840615826e-74,"chr13-20534187-20534468","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.76781222332021e-79,5.74239394140692,0.286,0.003,5.46733054118465e-74,"chr3-127872042-127872349","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.80284754402734e-79,4.5640020272328,0.292,0.009,5.57568462788881e-74,"chr10-28031118-28031378","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.82234276480267e-79,5.2380838008442,0.336,0.006,5.63597769213287e-74,"chr11-74303507-74303875","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.82788987740818e-79,-2.16581782496003,0.074,0.237,5.65313330275905e-74,"chr12-56509690-56509950","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.83649894058388e-79,-2.68458273991012,0.039,0.178,5.67975863853318e-74,"chr6-99865481-99865757","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.86536646797198e-79,4.91305764226403,0.323,0.007,5.76903752916163e-74,"chr6-36410573-36410839","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.9249148114977e-79,-3.77829155944922,0.017,0.162,5.95320328666704e-74,"chr13-42029854-42030188","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.01528871887197e-79,-2.20920986276278,0.072,0.234,6.23270357374252e-74,"chr20-55966665-55966978","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.01734565764895e-79,-1.09801851130513,0.305,0.4,6.23906508886748e-74,"chr16-4524494-4524761","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.07914699687948e-79,-5.22826981548583,0.005,0.126,6.43019870871914e-74,"chr16-30450380-30450701","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.12047008930576e-79,5.23958176798408,0.286,0.005,6.55799904989682e-74,"chr12-133405479-133405742","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.15374795830143e-79,-2.63827368681302,0.041,0.185,6.66091784811842e-74,"chr10-75407418-75407785","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.17797328031809e-79,2.92345708719264,0.436,0.043,6.73583974377257e-74,"chr7-2442853-2443139","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.19540830642864e-79,4.37724497315933,0.332,0.011,6.78976122337492e-74,"chr20-35374440-35374771","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.23085857957595e-79,11.9215519559136,0.268,0,6.89939863764034e-74,"chr7-10979525-10979804","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.24057734944748e-79,4.61789458575098,0.331,0.01,6.9294559744097e-74,"chr6-122931438-122931715","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.30196731922572e-79,-1.43359037812451,0.184,0.317,7.11931734784258e-74,"chr16-67917682-67917947","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.36434898528645e-79,-1.76827317895576,0.118,0.249,7.31224575028524e-74,"chr19-46180648-46181167","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.40376761890396e-79,4.78136941967661,0.348,0.009,7.43415615266047e-74,"chr3-50283686-50284082","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.45025916084069e-79,-2.53796504311068,0.049,0.2,7.5779410093236e-74,"chr19-39921004-39921339","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.49750820718741e-79,3.97705215093606,0.34,0.016,7.72406860745056e-74,"chr19-13278394-13278665","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.50894623010375e-79,4.31302987510004,0.313,0.011,7.75944309530418e-74,"chr11-113746346-113746629","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.51522736073462e-79,-4.63710157783866,0.007,0.138,7.77886881081756e-74,"chr3-195115164-195115472","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.53932236398213e-79,-1.42217475865279,0.196,0.324,7.85338766831119e-74,"chr7-23312726-23312984","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.56354879457595e-79,4.31781990686638,0.379,0.014,7.928312992473e-74,"chr19-14682636-14682930","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.56868656195308e-79,-12.1282222610375,0,0.113,7.94420261701791e-74,"chr9-37371874-37372124","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.59002259766849e-79,-3.26094982993907,0.024,0.159,8.0101887880353e-74,"chr15-75640893-75641285","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.5980909979186e-79,5.4313201215772,0.319,0.005,8.03514201017282e-74,"chr11-112160802-112161080","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.62087618157275e-79,5.01296168500144,0.318,0.007,8.10560997551187e-74,"chr12-56109751-56110021","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.68759226428527e-79,2.60537132245918,0.519,0.065,8.31194347167771e-74,"chr13-50366921-50367250","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.76476574347863e-79,-2.70382702586104,0.041,0.195,8.55061866251378e-74,"chr11-76340433-76340771","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.81675866052649e-79,-2.58974428557627,0.048,0.197,8.71141767699687e-74,"chr16-81531327-81531602","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.82818813637688e-79,5.94662205323389,0.323,0.003,8.74676573125416e-74,"chr7-99647304-99647602","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
2.89670187857781e-79,-1.22049010219231,0.245,0.365,8.95865886689638e-74,"chr20-5892068-5892478","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
2.92169193849306e-79,3.37744656303154,0.434,0.03,9.03594587509686e-74,"chr14-105553182-105553440","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.04455440603074e-79,-1.11614830734391,0.331,0.442,9.41592385707533e-74,"chr7-104653795-104654055","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
3.06282130758319e-79,-11.6884466602036,0,0.117,9.47241808617562e-74,"chr1-89150337-89150588","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
3.07128353705289e-79,11.7078165543892,0.255,0,9.49858930787884e-74,"chr11-65314158-65314480","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.126927294453e-79,-12.0794243993371,0,0.126,9.67067931282772e-74,"chrX-10078894-10079166","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
3.15745909032233e-79,11.7289284554084,0.226,0,9.76510530323076e-74,"chr1-84971399-84971680","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.22923540717092e-79,3.9816300818541,0.343,0.016,9.98708863611159e-74,"chr8-6263962-6264218","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.29041264433794e-79,5.07860995275356,0.341,0.008,1.01762920892704e-73,"chr2-219187628-219188153","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.30700303416566e-79,-1.52804477800758,0.164,0.302,1.02276013537945e-73,"chrX-152989255-152989525","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
3.31136054034926e-79,3.14718010331449,0.446,0.038,1.02410778567436e-73,"chr10-127511706-127512100","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.3755207683488e-79,-4.37233175884506,0.01,0.149,1.043950683548e-73,"chrX-23681308-23681640","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
3.38636229880829e-79,4.87987946219323,0.25,0.007,1.04730365451474e-73,"chrX-41782785-41783081","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.43076786807483e-79,3.18128499296791,0.443,0.036,1.06103700932737e-73,"chr11-66056812-66057106","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.46317002996966e-79,-1.12262357567473,0.316,0.423,1.07105805833875e-73,"chr7-33149000-33149338","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
3.51717792454615e-79,3.7095450377517,0.378,0.021,1.08776113390231e-73,"chr11-3862739-3863054","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.56077589610371e-79,3.52320915737311,0.389,0.026,1.10124472216389e-73,"chr13-114427942-114428237","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.71483039481956e-79,4.89186788849922,0.291,0.007,1.14888931103624e-73,"chr19-51843328-51843722","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.72474489046812e-79,3.81087369645156,0.391,0.02,1.15195557701997e-73,"chr11-68671208-68671465","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.88490961469404e-79,2.31001419432374,0.514,0.074,1.20148988144604e-73,"chr5-143550113-143550375","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
3.94376864527294e-79,-4.32656630235656,0.009,0.145,1.21969327269221e-73,"chr19-18513492-18513767","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
4.03487043530293e-79,2.6161268462289,0.372,0.048,1.24786841439657e-73,"chr4-1872631-1873137","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.06872024010862e-79,3.16717621157253,0.465,0.036,1.25833717737863e-73,"chr19-17666225-17666500","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.20511951968388e-79,4.58465814656199,0.287,0.009,1.30052151897215e-73,"chr19-34012529-34012855","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.35216125464985e-79,5.91698061597848,0.283,0.003,1.34599726338682e-73,"chr22-37518163-37518422","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.44938065345997e-79,-1.77506088177159,0.117,0.256,1.37606440407622e-73,"chr6-143267064-143267348","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
4.62515542298406e-79,12.4056555088049,0.238,0,1.4304264428217e-73,"chr2-43446707-43446957","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.66952212008543e-79,5.1181004734163,0.315,0.006,1.44414777560094e-73,"chr7-150671783-150672047","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
4.72110245836789e-79,-2.31593769758943,0.063,0.206,1.46010007840189e-73,"chr14-30739939-30740260","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
4.72197718522306e-79,5.06728960999862,0.352,0.007,1.46037060605112e-73,"chr2-166810368-166810642","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.21761835551514e-79,3.95587678301882,0.373,0.018,1.61365804642852e-73,"chr22-24093215-24093528","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.29556994555879e-79,-12.0655784433423,0,0.118,1.63776621263291e-73,"chrX-118108562-118108847","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
5.3215736136092e-79,-1.78231119959709,0.13,0.279,1.64580839305453e-73,"chr3-50358354-50358807","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
5.33697015128391e-79,5.36689614681623,0.315,0.005,1.65057009565772e-73,"chr3-15374017-15374285","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.35730671452798e-79,-1.81846075575378,0.103,0.248,1.65685960490878e-73,"chr19-51830942-51831232","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
5.77721752117546e-79,4.70504707506061,0.354,0.01,1.78672583999146e-73,"chr19-33571941-33572198","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
5.93095240766854e-79,12.0465777420081,0.277,0,1.83427158207206e-73,"chr3-101498329-101498618","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.36587064352933e-79,1.89339409993774,0.597,0.125,1.96877917979496e-73,"chr2-128848602-128848868","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.48250766365197e-79,4.55211253623293,0.357,0.01,2.00485162764531e-73,"chr12-21810513-21810811","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.7007802712812e-79,5.81474961033021,0.298,0.004,2.07235701527941e-73,"chr20-61585483-61585769","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.85897850385209e-79,2.97391519646228,0.391,0.039,2.12128314086484e-73,"chr15-98503629-98503889","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
6.89976608647847e-79,-2.96671787287266,0.033,0.185,2.13389755733128e-73,"chr14-24629434-24629688","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
7.16506821332e-79,4.70287873880125,0.298,0.008,2.21594781140169e-73,"chr10-95653574-95653843","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.19722645287151e-79,-2.02150455900049,0.093,0.25,2.22589342230602e-73,"chr10-5708504-5708826","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
7.20042461505728e-79,-2.81632159246054,0.038,0.19,2.22688252112338e-73,"chr12-111827541-111828008","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
7.45659934886036e-79,2.37867946053956,0.547,0.081,2.30610993722139e-73,"chr6-144385065-144385346","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.49722071709229e-79,-2.79035279930664,0.041,0.195,2.31867294839585e-73,"chr8-56753228-56753510","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
7.54759144730545e-79,3.1977854742351,0.447,0.035,2.3342511544996e-73,"chr10-93683435-93683729","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.63900602646919e-79,-12.2443368988292,0,0.125,2.36252303281215e-73,"chr12-75881402-75881652","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
7.68577408575837e-79,5.55500615573254,0.295,0.005,2.37698703727658e-73,"chrX-153363181-153363521","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
7.74613623004757e-79,-12.124488805723,0,0.115,2.39565529800304e-73,"chr12-31678675-31678961","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
7.9235651654455e-79,-2.06482158380244,0.082,0.233,2.4505289222825e-73,"chr8-37738424-37738694","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
8.0224458397513e-79,-2.76557911634731,0.037,0.174,2.48110984730573e-73,"chr11-10510339-10510593","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
8.02467728821512e-79,1.9486156118762,0.526,0.107,2.48179996960358e-73,"chr17-43225625-43225892","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
8.61941820209212e-79,-3.8141353201605,0.016,0.168,2.66573608677923e-73,"chr19-50382901-50383295","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
8.67640249966146e-79,-12.140586026635,0,0.116,2.6833596774728e-73,"chr12-93065568-93065818","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
8.74012511469811e-79,-3.03125782544752,0.028,0.169,2.7030672343478e-73,"chr17-5403770-5404061","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
8.8287577414312e-79,5.45121028622521,0.285,0.005,2.73047873545017e-73,"chr21-43944940-43945207","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.56698591204106e-79,12.4111145324811,0.241,0,2.95879130000285e-73,"chr12-70636613-70636863","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
9.73968433715281e-79,12.035386317601,0.284,0,3.01220191463559e-73,"chr2-203735883-203736362","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.00181642017918e-78,4.64567138028515,0.327,0.009,3.09832766085234e-73,"chr22-42915685-42915961","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.01790431559302e-78,5.39249147537702,0.322,0.006,3.1480828558777e-73,"chr5-139927103-139927385","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.03683790499053e-78,-12.1818802435194,0,0.119,3.20663895714327e-73,"chr5-119798990-119799240","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.06667737428325e-78,-12.1236919615485,0,0.114,3.29892378221956e-73,"chr21-45575735-45575985","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.08471579743645e-78,4.69722073614351,0.315,0.009,3.3547113938897e-73,"chr11-507297-507572","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.10818198139491e-78,-12.1221398237914,0,0.114,3.42728549567985e-73,"chr14-31451542-31451792","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.11283148542038e-78,-4.57521467975755,0.008,0.149,3.44166506327446e-73,"chr2-220037008-220037260","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.11692455064306e-78,4.24191184308708,0.304,0.012,3.45432372701929e-73,"chr22-50969994-50970253","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.1175438992867e-78,4.05459473977557,0.312,0.014,3.45623919276297e-73,"chr2-128459694-128459959","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
1.16109930537216e-78,-2.60760881127269,0.048,0.204,3.59094343271755e-73,"chr9-37033854-37034125","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.16875178527386e-78,-1.471483363757,0.164,0.294,3.61461033383433e-73,"chr3-14473016-14473321","T1_MBC_to_prePB","MBC","prePB","closing",TRUE
1.17746066927669e-78,4.81870997163134,0.371,0.011,3.64154438647871e-73,"chr11-35160405-35160922","T1_MBC_to_prePB","MBC","prePB","opening",TRUE
