"transition","gene_name","module","peak_id","tier","distance_bp","peak_log2FC","gene_biotype"
"T1_MBC_to_prePB","CD22","yellow","chr19-35168284-35168588","distal",150824.5,5.78056643026561,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57509831-57510098","distal",151193,5.02424402289212,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-42441094-42441360","distal",153680.5,4.45651280291433,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40719432-40719700","distal",154094.5,12.1355934717422,"protein_coding"
"T1_MBC_to_prePB","PAX5","yellow","chr9-36873378-36873643","distal",160674,2.9920101853258,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31737597-31737858","distal",162161,3.57149095720145,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31409422-31409701","distal",162492,3.55960784340793,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57569837-57570092","distal",165198,1.44109890836522,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31737597-31737858","distal",165674,3.57149095720145,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31409422-31409701","distal",166005,3.55960784340793,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57570812-57571109","distal",166194,3.51337449210083,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57571788-57572106","distal",167180.5,2.98191807887104,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31744904-31745174","distal",169472.5,2.27894911288589,"protein_coding"
"T1_MBC_to_prePB","LACTB","yellow","chr15-62950582-62951093","distal",170962,10.7998048806161,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-35490974-35491270","distal",171861.5,2.41002654080788,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-35491677-35492246","distal",172701,4.00660532843369,"protein_coding"
"T1_MBC_to_prePB","BATF3","yellow","chr1-212872550-212872872","distal",172726.5,2.1045808298419,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31744904-31745174","distal",172985.5,2.27894911288589,"protein_coding"
"T1_MBC_to_prePB","BATF3","yellow","chr1-212873748-212874017","distal",173898,1.90921689012005,"protein_coding"
"T1_MBC_to_prePB","CD40","yellow","chr20-46292540-46292842","distal",174419.5,4.19010445343533,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-42462877-42463151","distal",175467.5,4.58203106298185,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-35503929-35504187","distal",184797.5,3.84242371080822,"protein_coding"
"T1_MBC_to_prePB","BHLHE40","yellow","chr3-5163803-5164067","distal",184819.5,3.7850015917378,"protein_coding"
"T1_MBC_to_prePB","CD40","yellow","chr20-46302920-46303798","distal",185087.5,10.6919452083167,"protein_coding"
"T1_MBC_to_prePB","CD40","yellow","chr20-46306600-46306868","distal",188462.5,4.79835051481346,"protein_coding"
"T1_MBC_to_prePB","CYP1B1","yellow","chr2-38302050-38302393","distal",192320,10.8781455715906,"protein_coding"
"T1_MBC_to_prePB","CYP1B1","yellow","chr2-38303451-38304608","distal",194128,3.42526515889658,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57553744-57554021","distal",195111,2.84031738401227,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-35521237-35521783","distal",202249.5,3.26805207441201,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40770571-40770855","distal",205241.5,4.55355815217895,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57610373-57610704","distal",205772,2.39932877208439,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31364755-31365044","distal",207154,10.83524214376,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31364755-31365044","distal",210667,10.83524214376,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57569837-57570092","distal",211193,1.44109890836522,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57570812-57571109","distal",212189,3.51337449210083,"protein_coding"
"T1_MBC_to_prePB","LACTB","yellow","chr15-63334082-63334865","distal",212674,3.15575861449184,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57571788-57572106","distal",213175.5,2.98191807887104,"protein_coding"
"T1_MBC_to_prePB","CAPG","yellow","chr2-85632839-85633124","distal",214550,2.6983651264374,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-42072284-42072558","distal",215125.5,3.14554976154664,"protein_coding"
"T1_MBC_to_prePB","LACTB","yellow","chr15-63340379-63340661","distal",218720.5,3.32189741403738,"protein_coding"
"T1_MBC_to_prePB","CAPG","yellow","chr2-85198473-85198992","distal",219699,2.19805204933698,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31795156-31795516","distal",219769.5,3.85738181928614,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57625237-57625555","distal",220629.5,4.02604687443164,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31795156-31795516","distal",223282.5,3.85738181928614,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31802623-31802917","distal",227203.5,5.70523730574522,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40335929-40336441","distal",229286.5,6.44137202030348,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31802623-31802917","distal",230716.5,5.70523730574522,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57126711-57126993","distal",231919.5,4.07993986251322,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57126343-57126613","distal",232293.5,10.5279511273504,"protein_coding"
"T1_MBC_to_prePB","AICDA","yellow","chr12-8379876-8380463","distal",232701,2.70063817092439,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50183968-50184229","distal",234839,6.72726133639572,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50181722-50182010","distal",237071.5,3.66362372096131,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31334688-31334981","distal",237219,1.81562533343695,"protein_coding"
"T1_MBC_to_prePB","AICDA","yellow","chr12-8851011-8851287","distal",238278.5,4.40784117978415,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50179976-50180250","distal",238824.5,2.01179620308668,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-35557933-35558277","distal",238844.5,5.23643002268865,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57118319-57118587","distal",240318.5,3.20601829855283,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31334688-31334981","distal",240732,1.81562533343695,"protein_coding"
"T1_MBC_to_prePB","ARID5A","yellow","chr2-96779104-96779405","distal",242512,10.6865877920341,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50175594-50175869","distal",243206,5.07252882115,"protein_coding"
"T1_MBC_to_prePB","CYP1B1","yellow","chr2-37862294-37862844","distal",247332.5,11.1716362996783,"protein_coding"
"T1_MBC_to_prePB","BHLHE40","yellow","chr3-5228946-5229491","distal",250103,3.66900958681287,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57610373-57610704","distal",251767,2.39932877208439,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31831798-31832092","distal",256378.5,3.436644890344,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40822270-40822616","distal",256971.5,3.81542882476047,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31831798-31832092","distal",259891.5,3.436644890344,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40826290-40826621","distal",260984,2.90223919362822,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40829116-40829398","distal",263785.5,0.986396149729392,"protein_coding"
"T1_MBC_to_prePB","RAB13","yellow","chr1-153721941-153722197","distal",264288.5,2.01457553843733,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40830057-40830335","distal",264724.5,1.8425047147102,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-42021407-42021671","distal",266007.5,3.84862171899133,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40831780-40832046","distal",266441.5,5.45368359638848,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57625237-57625555","distal",266624.5,4.02604687443164,"protein_coding"
"T1_MBC_to_prePB","PAX5","yellow","chr9-36765900-36766321","distal",268074,5.6747444653403,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-42015436-42015741","distal",271958,2.89164528510419,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50145521-50145859","distal",273247.5,11.5254610757757,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50145118-50145380","distal",273688.5,6.34476720812543,"protein_coding"
"T1_MBC_to_prePB","ARID5A","yellow","chr2-96812290-96812779","distal",275792,11.3819042015079,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57126711-57126993","distal",277914.5,4.07993986251322,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57126343-57126613","distal",278288.5,10.5279511273504,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57682955-57683245","distal",278333.5,6.10619239155152,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57076239-57076529","distal",282387.5,4.91441208634806,"protein_coding"
"T1_MBC_to_prePB","CD40","yellow","chr20-45834381-45834661","distal",283750.5,5.66578408678458,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57118319-57118587","distal",286313.5,3.20601829855283,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40273272-40273537","distal",292067,3.46800959683333,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-41994655-41995077","distal",292680.5,3.52077925107788,"protein_coding"
"T1_MBC_to_prePB","CD40","yellow","chr20-45825089-45825348","distal",293053,3.72438545353551,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-42580765-42581044","distal",293358,2.78597594435864,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31870023-31870309","distal",294599.5,5.6938324544413,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40270524-40270794","distal",294812.5,3.45312069427852,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40268899-40269169","distal",296437.5,2.74702344917081,"protein_coding"
"T1_MBC_to_prePB","CD40","yellow","chr20-46415127-46415448","distal",297016,3.74609052264429,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31870023-31870309","distal",298112.5,5.6938324544413,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50117582-50118134","distal",301079.5,3.67680213606278,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-41984905-41985180","distal",302504,3.19923547792843,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40259798-40260137","distal",305504,3.01211491837636,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-35626336-35626603","distal",307209,3.09540091309026,"protein_coding"
"T1_MBC_to_prePB","PEA15","yellow","chr1-159892059-159892534","distal",313040,10.7777933838475,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-42600521-42600834","distal",313131,10.7321581772478,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-35632286-35632731","distal",313248,3.69515358504289,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-35633874-35634135","distal",314744,3.79597387311119,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50096418-50096997","distal",322230,5.64059043443222,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-42610985-42611297","distal",323594.5,5.60093228519992,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57682955-57683245","distal",324328.5,6.10619239155152,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-35644679-35644958","distal",325558,3.10418070010152,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57076239-57076529","distal",328382.5,4.91441208634806,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-41955953-41956223","distal",331458.5,2.86319793006489,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31238922-31239172","distal",333006.5,11.2658509517427,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50083674-50083954","distal",335123.5,5.53561782020766,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57023303-57023584","distal",335328,5.73362927848016,"protein_coding"
"T1_MBC_to_prePB","BIRC3","yellow","chr11-101980945-101981248","distal",336353,2.99097787900073,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31238922-31239172","distal",336519.5,11.2658509517427,"protein_coding"
"T1_MBC_to_prePB","ARID5A","yellow","chr2-96196384-96196634","distal",340233.5,11.7910458996728,"protein_coding"
"T1_MBC_to_prePB","PAX5","yellow","chr9-37374912-37375184","distal",340863.5,3.87382895745859,"protein_coding"
"T1_MBC_to_prePB","PEA15","yellow","chr1-159861389-159861648","distal",343818,11.0695362106608,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40219408-40219731","distal",345902,3.96010652569294,"protein_coding"
"T1_MBC_to_prePB","CAPG","yellow","chr2-85765828-85766082","distal",347523.5,12.0504099648282,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40215756-40216053","distal",349567,2.5431418970965,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31926673-31926979","distal",351259.5,6.34549968855316,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31926673-31926979","distal",354772.5,6.34549968855316,"protein_coding"
"T1_MBC_to_prePB","LACTB","yellow","chr15-63481345-63481817","distal",359781.5,5.28578882671751,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-56998511-56998771","distal",360130.5,4.07118919048401,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40202299-40202736","distal",362954,2.74027810929042,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-41923655-41923922","distal",363758,4.67124385268541,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31939818-31940336","distal",364510.5,3.05367042655595,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31939818-31940336","distal",368023.5,3.05367042655595,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-56985225-56985580","distal",373369,5.86876504742418,"protein_coding"
"T1_MBC_to_prePB","PAX5","yellow","chr9-37411111-37411577","distal",377159.5,3.87750004709635,"protein_coding"
"T1_MBC_to_prePB","PEA15","yellow","chr1-159824524-159824791","distal",380679,1.35583133770715,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57023303-57023584","distal",381323,5.73362927848016,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50037146-50037412","distal",381658.5,2.77518699590619,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57791157-57791434","distal",386529,5.39822327332481,"protein_coding"
"T1_MBC_to_prePB","RAB13","yellow","chr1-154378213-154378540","distal",392019,1.85488695945213,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-56966341-56966938","distal",392132,1.61943837082465,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40171937-40172196","distal",393405,4.16650209148679,"protein_coding"
"T1_MBC_to_prePB","CAPG","yellow","chr2-85812271-85812522","distal",393965,10.8570473734956,"protein_coding"
"T1_MBC_to_prePB","RAB13","yellow","chr1-153590090-153590354","distal",396135.5,1.40619330769226,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-56998511-56998771","distal",406125.5,4.07118919048401,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50828860-50829199","distal",410092,3.46051461997533,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50832152-50832414","distal",413345.5,11.4222072205855,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50004272-50004541","distal",414531,3.77459990170347,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50833952-50834260","distal",415168.5,5.0836709408271,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-56985225-56985580","distal",419364,5.86876504742418,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40985199-40985486","distal",419871,5.82831248590284,"protein_coding"
"T1_MBC_to_prePB","AICDA","yellow","chr12-8184977-8185574","distal",427595,5.40581148066493,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-41855630-41856084","distal",431689.5,11.6286891449949,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57791157-57791434","distal",432524,5.39822327332481,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57842120-57842381","distal",437484,10.4836145817452,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-56966341-56966938","distal",438127,1.61943837082465,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-32013882-32014690","distal",438719.5,10.8508475482155,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-57844036-57844599","distal",439551,2.81753557123288,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-35759458-35759963","distal",440450,2.21189639764508,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-32015981-32016287","distal",440567.5,4.38017782894848,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-35760392-35760655","distal",441263,3.49281389409207,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-49977259-49977529","distal",441543.5,3.32042386446842,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-32013882-32014690","distal",442232.5,10.8508475482155,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50861739-50862018","distal",442941,3.68335073018514,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-32015981-32016287","distal",444080.5,4.38017782894848,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-49973507-49973773","distal",445297.5,1.43051218555285,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31126084-31126427","distal",445798,4.13800565559118,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40118588-40118879","distal",446738,4.26793491674794,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40117975-40118413","distal",447277.5,11.3355645488835,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31126084-31126427","distal",449311,4.13800565559118,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-41837693-41837971","distal",449714.5,2.55834286633749,"protein_coding"
"T1_MBC_to_prePB","BATF3","yellow","chr1-213151296-213151559","distal",451443,11.2603796707964,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-56906700-56907212","distal",451815.5,10.6341297015737,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-56903626-56903918","distal",454999.5,11.5379320140279,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50879713-50879986","distal",460912,3.48234663296199,"protein_coding"
"T1_MBC_to_prePB","PAX5","yellow","chr9-36572687-36572967","distal",461357.5,3.40893852016677,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50880313-50880835","distal",461636.5,3.0713737785151,"protein_coding"
"T1_MBC_to_prePB","CD22","yellow","chr19-34855777-34856248","distal",463248,3.2354485206559,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-31105297-31105573","distal",466618.5,3.7893802300821,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-50887314-50887598","distal",468518.5,5.44045083754504,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-31105297-31105573","distal",470131.5,3.7893802300821,"protein_coding"
"T1_MBC_to_prePB","BHLHE40","yellow","chr3-4508689-4508953","distal",470294.5,3.75852383910268,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-49946851-49947107","distal",471958.5,3.57080731399503,"protein_coding"
"T1_MBC_to_prePB","CCR7","yellow","chr17-40086683-40086964","distal",478648,6.03909351542942,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-32054284-32054568","distal",478859.5,11.3246612171417,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-49939612-49939896","distal",479183.5,2.22511699916335,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-32054750-32055294","distal",479455.5,1.73567561485125,"protein_coding"
"T1_MBC_to_prePB","STAT5A","yellow","chr17-42767031-42767312","distal",479625,2.49696850692294,"protein_coding"
"T1_MBC_to_prePB","TNF","yellow","chr6-32055407-32055673","distal",479973.5,3.52494207037993,"protein_coding"
"T1_MBC_to_prePB","ARID5A","yellow","chr2-96054923-96055208","distal",481677,2.84714486986944,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-32054284-32054568","distal",482372.5,11.3246612171417,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-32054750-32055294","distal",482968.5,1.73567561485125,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57842120-57842381","distal",483479,10.4836145817452,"protein_coding"
"T1_MBC_to_prePB","LTA","yellow","chr6-32055407-32055673","distal",483486.5,3.52494207037993,"protein_coding"
"T1_MBC_to_prePB","CCL22","yellow","chr16-57844036-57844599","distal",485546,2.81753557123288,"protein_coding"
"T1_MBC_to_prePB","BHLHE40","yellow","chr3-5467957-5468372","distal",489049,3.31690448056234,"protein_coding"
"T1_MBC_to_prePB","AICDA","yellow","chr12-9102392-9102666","distal",489658.5,3.60828673009563,"protein_coding"
"T1_MBC_to_prePB","SPIB","yellow","chr19-49925681-49925952","distal",493121,2.91281902753356,"protein_coding"
"T1_MBC_to_prePB","PAX5","yellow","chr9-37529088-37529476","distal",495097.5,3.89811083865307,"protein_coding"
"T1_MBC_to_prePB","CCL17","yellow","chr16-56906700-56907212","distal",497810.5,10.6341297015737,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-20117968-20118218","proximal",2155.5,11.534929441507,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-20119147-20119405","proximal",3338.5,2.31727194083883,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6862327-6862585","proximal",4662.5,12.1592350658271,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5569266-5569853","proximal",5776,0.792040082252662,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30711995-30712294","proximal",8056,4.60941311068907,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5572437-5572729","proximal",8799.5,4.02850251405047,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6876031-6876312","proximal",9053,6.21441936746152,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-26191574-26191904","proximal",9422.5,3.13311912069679,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30710523-30710814","proximal",9532,1.69276412129213,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-20105159-20105739","proximal",10488.5,4.27975363859572,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4935023-4935301","proximal",13898.5,3.5131287017111,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5578330-5578833","proximal",14798,3.24476744552903,"protein_coding"
"T1_MBC_to_prePB","PCNA","turquoise","chr20-5107324-5107587","proximal",19170,2.52478238768752,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49110569-49110841","proximal",20691.5,5.47751463322346,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30698667-30698924","proximal",21405,5.26747473677564,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-20144547-20144839","proximal",28755.5,5.6595170994965,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5534356-5534740","proximal",29235.5,4.69376795249902,"protein_coding"
"T1_MBC_to_prePB","STMN1","turquoise","chr1-25876101-25876590","proximal",30645,1.30167952362287,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30689164-30689431","proximal",30903,1.47572887091399,"protein_coding"
"T1_MBC_to_prePB","H2AFZ","turquoise","chr4-99916740-99917050","proximal",33492.5,2.61349078766833,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6833129-6833400","proximal",33854,4.52254908545093,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30685199-30685459","proximal",34871.5,0.793787451021423,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5598408-5598920","proximal",34880.5,2.53861598273857,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-196044987-196045277","proximal",37056.5,5.7989594529011,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5526539-5526815","proximal",37106.5,2.78955716939915,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5603213-5603501","proximal",39573.5,5.7574472182521,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-26241249-26241584","proximal",40255,3.21457460276048,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-44836960-44837217","proximal",40409,5.6632922433786,"protein_coding"
"T1_MBC_to_prePB","PRDX3","turquoise","chr10-119134903-119135205","proximal",43778.5,5.5712215694459,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4900801-4901072","proximal",48124,5.10737023698991,"protein_coding"
"T1_MBC_to_prePB","HSPD1","turquoise","chr2-197457618-197457934","distal",58960.5,11.4366857905149,"protein_coding"
"T1_MBC_to_prePB","H2AFZ","turquoise","chr4-100009716-100010230","distal",59585.5,3.50390321115054,"protein_coding"
"T1_MBC_to_prePB","TYMS","turquoise","chr18-596947-597238","distal",60511,4.66134783568894,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30658532-30658937","distal",61466,3.59169229696783,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30655136-30655420","distal",64922.5,1.937062037504,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-5015065-5015330","distal",66137,7.12040017952739,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-196014381-196014695","distal",67650.5,5.6494505820437,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6934709-6935050","distal",67761,4.55812423386364,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6798349-6798895","distal",68496.5,6.26585416921546,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5632305-5632597","distal",68667.5,4.28499915848023,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30650089-30650696","distal",69808,6.01679025036553,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6937694-6937950","distal",70703.5,10.841894931761,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5635763-5636204","distal",72200,2.94732440545448,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30646822-30647089","distal",73245,6.34839922016503,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49208461-49208726","distal",77197,4.64063685238393,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6945014-6945281","distal",78029,3.62316308262143,"protein_coding"
