"transition","peak_id","peak_log2FC","gene_name","gene_biotype","distance_bp","tier","module"
"T1_MBC_to_prePB","chr17-8152456-8152712",5.28888247358423,"LINC00324","lincRNA",71458.5,"distal","blue"
"T1_MBC_to_prePB","chr17-8152456-8152712",5.28888247358423,"MYH10","protein_coding",478176.5,"distal","turquoise"
"T1_MBC_to_prePB","chr10-102106710-102107039",6.59927080199874,"NPM3","protein_coding",323462,"distal","turquoise"
"T1_MBC_to_prePB","chr10-102106710-102107039",6.59927080199874,"NOLC1","protein_coding",45301,"proximal","turquoise"
"T1_MBC_to_prePB","chr17-27717170-27717445",4.76660712170326,"KSR1","protein_coding",260594,"distal","yellow"
"T1_MBC_to_prePB","chr19-42748902-42749173",5.81706845202554,"PRR19","protein_coding",446940,"distal","turquoise"
"T1_MBC_to_prePB","chr17-27278801-27279129",12.2073550689882,"KSR1","protein_coding",177748.5,"distal","yellow"
"T1_MBC_to_prePB","chr6-36853616-36853878",5.9989503567331,"CDKN1A","protein_coding",177287.5,"distal","turquoise"
"T1_MBC_to_prePB","chr2-112812818-112813100",3.83014835045373,"CKAP2L","protein_coding",48282.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr2-112812818-112813100",3.83014835045373,"IL1RN","protein_coding",294254.5,"distal","blue"
"T1_MBC_to_prePB","chr6-153303983-153304233",12.7035021144021,"FBXO5","protein_coding",320529.5,"distal","turquoise"
"T1_MBC_to_prePB","chr4-56412935-56413212",5.67914429382326,"PAICS","protein_coding",22667,"proximal","turquoise"
"T1_MBC_to_prePB","chr4-56412935-56413212",5.67914429382326,"HOPX","protein_coding",268825,"distal","turquoise"
"T1_MBC_to_prePB","chr17-74667713-74667988",4.92214681335908,"FDXR","protein_coding",205180,"distal","turquoise"
"T1_MBC_to_prePB","chr6-30881877-30882144",5.22165167414455,"TUBB","protein_coding",161810,"distal","turquoise"
"T1_MBC_to_prePB","chr6-30881877-30882144",5.22165167414455,"HCG22","lincRNA",171439,"distal","brown"
"T1_MBC_to_prePB","chr3-194207581-194207849",6.22111088134371,"HES1","protein_coding",71570.5,"distal","brown"
"T1_MBC_to_prePB","chr17-6926954-6927222",5.26840275852087,"XAF1","protein_coding",171641.5,"distal","blue"
"T1_MBC_to_prePB","chr17-6926954-6927222",5.26840275852087,"EIF5A","protein_coding",379910.5,"distal","turquoise"
"T1_MBC_to_prePB","chr10-102820956-102821244",12.3302187653625,"INA","protein_coding",456062.5,"distal","turquoise"
"T1_MBC_to_prePB","chr20-44600535-44600859",3.44904286790264,"OSER1-AS1","lincRNA",389737.5,"distal","blue"
"T1_MBC_to_prePB","chr20-44600535-44600859",3.44904286790264,"PKIG","protein_coding",68912.5,"distal","yellow"
"T1_MBC_to_prePB","chr14-31091400-31091668",5.64509628094284,"COCH","protein_coding",217020.5,"distal","turquoise"
"T1_MBC_to_prePB","chr17-8059991-8060269",3.08387441602556,"AURKB","protein_coding",150469.5,"distal","turquoise"
"T1_MBC_to_prePB","chr17-8059991-8060269",3.08387441602556,"LINC00324","lincRNA",163912.5,"distal","blue"
"T1_MBC_to_prePB","chr7-44887967-44888246",12.1346738357881,"PPIA","protein_coding",91427,"distal","turquoise"
"T1_MBC_to_prePB","chr7-44887967-44888246",12.1346738357881,"SNHG15","lincRNA",98854,"distal","turquoise"
"T1_MBC_to_prePB","chr12-12870046-12870315",4.2763656455302,"EMP1","protein_coding",326535,"distal","turquoise"
"T1_MBC_to_prePB","chr11-74109621-74109897",6.03373006337564,"POLD3","protein_coding",384091.5,"distal","turquoise"
"T1_MBC_to_prePB","chr17-900064-900352",5.89237662999237,"FAM101B","protein_coding",454269.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-26008214-26008476",5.50166249317946,"HNRNPA2B1","protein_coding",193183.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-26008214-26008476",5.50166249317946,"CBX3","protein_coding",192816.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-26008214-26008476",5.50166249317946,"SNX10","protein_coding",283549.5,"distal","turquoise"
"T1_MBC_to_prePB","chr18-11851194-11851487",6.11580388589145,"TUBB6","protein_coding",456328,"distal","turquoise"
"T1_MBC_to_prePB","chr4-6785094-6785669",4.44044807986791,"GRPEL1","protein_coding",282815,"distal","turquoise"
"T1_MBC_to_prePB","chr17-45973778-45974063",12.2316930067845,"KANSL1-AS1","antisense",219655,"distal","blue"
"T1_MBC_to_prePB","chr3-5019915-5020429",2.83392745414845,"BHLHE40","protein_coding",41056.5,"proximal","yellow"
"T1_MBC_to_prePB","chr3-5019915-5020429",2.83392745414845,"AC026202.3","antisense",167156.5,"distal","blue"
"T1_MBC_to_prePB","chr19-6460342-6460621",4.76355062883676,"TNFSF9","protein_coding",70517,"distal","brown"
"T1_MBC_to_prePB","chr19-6460342-6460621",4.76355062883676,"CD70","protein_coding",143621,"distal","turquoise"
"T1_MBC_to_prePB","chr3-15140523-15140794",3.13269104495805,"SH3BP5-AS1","antisense",113525,"distal","blue"
"T1_MBC_to_prePB","chr15-78730292-78730564",5.83837458074979,"CTSH","protein_coding",219145.5,"distal","turquoise"
"T1_MBC_to_prePB","chr11-64109993-64110271",4.91732565185669,"STIP1","protein_coding",75139.5,"distal","turquoise"
"T1_MBC_to_prePB","chr11-64109993-64110271",4.91732565185669,"PPP1R14B","protein_coding",136808.5,"distal","turquoise"
"T1_MBC_to_prePB","chr11-64109993-64110271",4.91732565185669,"AP003774.1","antisense",219371.5,"distal","blue"
"T1_MBC_to_prePB","chr18-57026432-57026714",4.31924562924734,"ONECUT2","protein_coding",409111.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-644038-644321",5.83049748930202,"ADAP1","protein_coding",311227,"distal","brown"
"T1_MBC_to_prePB","chr12-68758979-68759318",6.09066056362155,"RP11-81H14.2","lincRNA",307486,"distal","blue"
"T1_MBC_to_prePB","chr9-37784860-37785157",5.20194331156764,"POLR1E","protein_coding",299074,"distal","turquoise"
"T1_MBC_to_prePB","chr11-1330888-1331196",3.87234195831646,"DUSP8","protein_coding",240877.5,"distal","brown"
"T1_MBC_to_prePB","chr17-43045623-43045911",5.0998577150876,"CCR10","protein_coding",361850.5,"distal","blue"
"T1_MBC_to_prePB","chr1-153895635-153895913",12.1233556444792,"S100A4","protein_coding",345638.5,"distal","turquoise"
"T1_MBC_to_prePB","chr1-153895635-153895913",12.1233556444792,"RAB13","protein_coding",90583.5,"distal","yellow"
"T1_MBC_to_prePB","chr1-153895635-153895913",12.1233556444792,"TPM3","protein_coding",298873.5,"distal","turquoise"
"T1_MBC_to_prePB","chr20-2451306-2451589",5.1375586400077,"NOP56","protein_coding",200697,"distal","turquoise"
"T1_MBC_to_prePB","chr16-56716083-56716387",4.43913384896698,"MT2A","protein_coding",108036.5,"distal","turquoise"
"T1_MBC_to_prePB","chr16-56716083-56716387",4.43913384896698,"MT1E","protein_coding",90760.5,"distal","turquoise"
"T1_MBC_to_prePB","chr16-56716083-56716387",4.43913384896698,"MT1G","protein_coding",48170.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr16-56716083-56716387",4.43913384896698,"MT1H","protein_coding",46421.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr16-56716083-56716387",4.43913384896698,"MT1X","protein_coding",33811.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr7-148581333-148581627",2.77754109635669,"EZH2","protein_coding",302840.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-31830415-31830881",2.66162032128315,"LTA","protein_coding",258594.5,"distal","yellow"
"T1_MBC_to_prePB","chr6-31830415-31830881",2.66162032128315,"TNF","protein_coding",255081.5,"distal","yellow"
"T1_MBC_to_prePB","chr6-31830415-31830881",2.66162032128315,"LTB","protein_coding",248126.5,"distal","brown"
"T1_MBC_to_prePB","chr6-31830415-31830881",2.66162032128315,"AIF1","protein_coding",215464.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-31830415-31830881",2.66162032128315,"LSM2","protein_coding",23664.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr6-31830415-31830881",2.66162032128315,"HSPA1A","protein_coding",15184.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr15-41576053-41576337",4.1099393582822,"NUSAP1","protein_coding",243501.5,"distal","turquoise"
"T1_MBC_to_prePB","chr12-7013895-7014158",6.57944138289843,"GAPDH","protein_coding",480100,"distal","turquoise"
"T1_MBC_to_prePB","chr12-7013895-7014158",6.57944138289843,"RP5-940J5.9","antisense",475657,"distal","turquoise"
"T1_MBC_to_prePB","chr12-7013895-7014158",6.57944138289843,"PTMS","protein_coding",248511,"distal","turquoise"
"T1_MBC_to_prePB","chr12-7013895-7014158",6.57944138289843,"LAG3","protein_coding",241515,"distal","blue"
"T1_MBC_to_prePB","chr12-7013895-7014158",6.57944138289843,"GNB3","protein_coding",174073,"distal","blue"
"T1_MBC_to_prePB","chr12-7013895-7014158",6.57944138289843,"TPI1","protein_coding",146908,"distal","turquoise"
"T1_MBC_to_prePB","chr12-7013895-7014158",6.57944138289843,"CD163L1","protein_coding",465870,"distal","turquoise"
"T1_MBC_to_prePB","chr2-179059051-179059320",5.9665082629789,"TTN","protein_coding",228384,"distal","brown"
"T1_MBC_to_prePB","chr2-179059051-179059320",5.9665082629789,"TTN","protein_coding",254544,"distal","brown"
"T1_MBC_to_prePB","chr2-179059051-179059320",5.9665082629789,"CCDC141","protein_coding",9100,"proximal","brown"
"T1_MBC_to_prePB","chr19-45873837-45874089",5.38138362974711,"CD3EAP","protein_coding",467754.5,"distal","turquoise"
"T1_MBC_to_prePB","chr19-45873837-45874089",5.38138362974711,"FOSB","protein_coding",405968.5,"distal","brown"
"T1_MBC_to_prePB","chr19-45873837-45874089",5.38138362974711,"VASP","protein_coding",367384.5,"distal","turquoise"
"T1_MBC_to_prePB","chr12-46384387-46384666",2.4504635425541,"RP11-446N19.1","lincRNA",152975,"distal","blue"
"T1_MBC_to_prePB","chr15-69113148-69113414",4.72939534843226,"KIF23","protein_coding",300964.5,"distal","turquoise"
"T1_MBC_to_prePB","chr11-10562636-10562908",3.2951327846864,"ZBED5-AS1","antisense",295486.5,"distal","blue"
"T1_MBC_to_prePB","chr17-27169687-27169938",5.56100595812072,"KSR1","protein_coding",286901,"distal","yellow"
"T1_MBC_to_prePB","chr13-41635067-41635317",12.7884617103653,"RGCC","protein_coding",177633.5,"distal","blue"
"T1_MBC_to_prePB","chr6-30615388-30615653",6.12511201200669,"TUBB","protein_coding",104680,"distal","turquoise"
"T1_MBC_to_prePB","chr6-30615388-30615653",6.12511201200669,"HCG22","lincRNA",437929,"distal","brown"
"T1_MBC_to_prePB","chr8-71581202-71581474",6.25682351633367,"MSC","protein_coding",263129.5,"distal","turquoise"
"T1_MBC_to_prePB","chr17-7218629-7218883",5.42632532409765,"XAF1","protein_coding",463309.5,"distal","blue"
"T1_MBC_to_prePB","chr17-7218629-7218883",5.42632532409765,"EIF5A","protein_coding",88242.5,"distal","turquoise"
"T1_MBC_to_prePB","chr19-46850148-46850410",5.21270030833666,"BBC3","protein_coding",382486.5,"distal","brown"
"T1_MBC_to_prePB","chr2-113299712-113299982",6.45306165299592,"IL1RN","protein_coding",192633.5,"distal","blue"
"T1_MBC_to_prePB","chr2-113299712-113299982",6.45306165299592,"RP11-480C16.1","lincRNA",132752.5,"distal","blue"
"T1_MBC_to_prePB","chr9-88969195-88969526",4.90521710290393,"CKS2","protein_coding",341837,"distal","turquoise"
"T1_MBC_to_prePB","chr15-45021221-45021519",5.9045869588068,"GATM","protein_coding",380956.5,"distal","turquoise"
"T1_MBC_to_prePB","chr12-120755245-120755514",4.20942880343684,"TRIAP1","protein_coding",308968,"distal","turquoise"
"T1_MBC_to_prePB","chr6-32821622-32821882",3.66513652850733,"HLA-DRA","protein_coding",381910.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-32821622-32821882",3.66513652850733,"HLA-DRB1","protein_coding",231904.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-32821622-32821882",3.66513652850733,"HLA-DQA1","protein_coding",193573.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-32821622-32821882",3.66513652850733,"HLA-DMB","protein_coding",119317.5,"distal","brown"
"T1_MBC_to_prePB","chr6-30312830-30313161",6.11385819843491,"TUBB","protein_coding",407205,"distal","turquoise"
"T1_MBC_to_prePB","chr5-171615492-171615768",6.36127302479603,"NPM1","protein_coding",228514.5,"distal","turquoise"
"T1_MBC_to_prePB","chr16-30441501-30441757",5.76839280125558,"ALDOA","protein_coding",388539.5,"distal","turquoise"
"T1_MBC_to_prePB","chr16-30441501-30441757",5.76839280125558,"DCTPP1","protein_coding",11554.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr12-7047041-7047315",3.1953594615406,"PTMS","protein_coding",281662.5,"distal","turquoise"
"T1_MBC_to_prePB","chr12-7047041-7047315",3.1953594615406,"LAG3","protein_coding",274666.5,"distal","blue"
"T1_MBC_to_prePB","chr12-7047041-7047315",3.1953594615406,"GNB3","protein_coding",207224.5,"distal","blue"
"T1_MBC_to_prePB","chr12-7047041-7047315",3.1953594615406,"TPI1","protein_coding",180059.5,"distal","turquoise"
"T1_MBC_to_prePB","chr12-7047041-7047315",3.1953594615406,"CD163L1","protein_coding",432718.5,"distal","turquoise"
"T1_MBC_to_prePB","chr21-35987427-35987829",5.69984215491871,"DOPEY2","protein_coding",169153.5,"distal","brown"
"T1_MBC_to_prePB","chr10-119134903-119135205",5.5712215694459,"PRDX3","protein_coding",43778.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr7-155089382-155089698",3.02196645575241,"AC099552.4","lincRNA",108914.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-155089382-155089698",3.02196645575241,"INSIG1","protein_coding",208235.5,"distal","turquoise"
"T1_MBC_to_prePB","chr20-32251422-32251676",5.40182640103643,"HCK","protein_coding",199361.5,"distal","turquoise"
"T1_MBC_to_prePB","chr19-50833952-50834260",5.0836709408271,"SPIB","protein_coding",415168.5,"distal","yellow"
"T1_MBC_to_prePB","chr7-16685742-16686003",12.0217943573607,"BZW2","protein_coding",39742,"proximal","turquoise"
"T1_MBC_to_prePB","chr2-231577344-231577622",4.20090155706005,"B3GNT7","protein_coding",181940.5,"distal","brown"
"T1_MBC_to_prePB","chr2-231577344-231577622",4.20090155706005,"NCL","protein_coding",93842.5,"distal","turquoise"
"T1_MBC_to_prePB","chr2-231577344-231577622",4.20090155706005,"PTMA","protein_coding",129411.5,"distal","turquoise"
"T1_MBC_to_prePB","chr15-44955325-44955575",12.7648645253683,"GATM","protein_coding",446876.5,"distal","turquoise"
"T1_MBC_to_prePB","chr19-36119516-36119766",12.7405173374683,"ZBTB32","protein_coding",415114.5,"distal","turquoise"
"T1_MBC_to_prePB","chr19-36119516-36119766",12.7405173374683,"NFKBID","protein_coding",217338.5,"distal","brown"
"T1_MBC_to_prePB","chr19-36119516-36119766",12.7405173374683,"LINC00665","lincRNA",212076.5,"distal","turquoise"
"T1_MBC_to_prePB","chr17-42219095-42219375",5.22710914103069,"JUP","protein_coding",432304.5,"distal","brown"
"T1_MBC_to_prePB","chr17-42219095-42219375",5.22710914103069,"STAT5A","protein_coding",68311.5,"distal","yellow"
"T1_MBC_to_prePB","chr17-42219095-42219375",5.22710914103069,"CCR10","protein_coding",464681.5,"distal","blue"
"T1_MBC_to_prePB","chr3-185826838-185827136",3.0350804671659,"ETV5","protein_coding",283330.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-856073-856333",3.91066770977158,"ADAP1","protein_coding",99203.5,"distal","brown"
"T1_MBC_to_prePB","chr12-50419164-50419455",5.98973944967571,"LIMA1","protein_coding",135764,"distal","turquoise"
"T1_MBC_to_prePB","chr18-267891-268168",4.59504294975288,"TYMS","protein_coding",389574,"distal","turquoise"
"T1_MBC_to_prePB","chr13-41768514-41768783",5.93995020482706,"RGCC","protein_coding",311090,"distal","blue"
"T1_MBC_to_prePB","chr7-148936581-148936849",6.88791453985622,"EZH2","protein_coding",52394.5,"distal","turquoise"
"T1_MBC_to_prePB","chr9-33264815-33265077",6.55228814988562,"DNAJA1","protein_coding",239735.5,"distal","turquoise"
"T1_MBC_to_prePB","chr9-33264815-33265077",6.55228814988562,"AQP3","protein_coding",182664.5,"distal","turquoise"
"T1_MBC_to_prePB","chr12-46384129-46384379",12.7091663481507,"RP11-446N19.1","lincRNA",153247.5,"distal","blue"
"T1_MBC_to_prePB","chr1-1550991-1551256",12.0325069820292,"TAS1R3","protein_coding",219810,"distal","blue"
"T1_MBC_to_prePB","chr17-7137672-7137961",6.30799841023834,"XAF1","protein_coding",382370,"distal","blue"
"T1_MBC_to_prePB","chr17-7137672-7137961",6.30799841023834,"EIF5A","protein_coding",169182,"distal","turquoise"
"T1_MBC_to_prePB","chr11-535563-535830",2.62508415161948,"HRAS","protein_coding",1590,"promoter","turquoise"
"T1_MBC_to_prePB","chr13-45915587-45915851",12.231666766151,"LCP1","protein_coding",296151.5,"distal","turquoise"
"T1_MBC_to_prePB","chr3-9885531-9885803",5.76856645098919,"ARPC4","protein_coding",93172.5,"distal","turquoise"
"T1_MBC_to_prePB","chr16-87902811-87903397",3.61181672378902,"SLC7A5","protein_coding",33616.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr15-74753634-74753884",12.7397205414516,"UBL7-AS1","antisense",292494.5,"distal","turquoise"
"T1_MBC_to_prePB","chr18-11908291-11908581",6.39323432493423,"TUBB6","protein_coding",399232.5,"distal","turquoise"
"T1_MBC_to_prePB","chr2-208490090-208490429",3.18538921739218,"PIKFYVE","protein_coding",223993,"distal","brown"
"T1_MBC_to_prePB","chr17-58754794-58755055",7.08233400668979,"MIR142","antisense",422417,"distal","brown"
"T1_MBC_to_prePB","chr17-58754794-58755055",7.08233400668979,"AC099850.1","antisense",351673,"distal","turquoise"
"T1_MBC_to_prePB","chr17-58754794-58755055",7.08233400668979,"PRR11","protein_coding",400574,"distal","turquoise"
"T1_MBC_to_prePB","chr8-22298378-22298749",4.0809140129568,"SLC39A14","protein_coding",68685,"distal","turquoise"
"T1_MBC_to_prePB","chr19-49224067-49224346",4.396919810555,"BAX","protein_coding",269392,"distal","turquoise"
"T1_MBC_to_prePB","chr19-49224067-49224346",4.396919810555,"PRMT1","protein_coding",451579,"distal","turquoise"
"T1_MBC_to_prePB","chr17-5015065-5015330",7.12040017952739,"CXCL16","protein_coding",275276,"distal","brown"
"T1_MBC_to_prePB","chr17-5015065-5015330",7.12040017952739,"PFN1","protein_coding",66137,"distal","turquoise"
"T1_MBC_to_prePB","chr17-5015065-5015330",7.12040017952739,"AC109333.10","antisense",4895,"proximal","blue"
"T1_MBC_to_prePB","chr17-5015065-5015330",7.12040017952739,"CTC-524C5.2","antisense",417678,"distal","turquoise"
"T1_MBC_to_prePB","chr17-5015065-5015330",7.12040017952739,"C1QBP","protein_coding",433632,"distal","turquoise"
"T1_MBC_to_prePB","chr18-12377529-12377820",11.8761623868744,"TUBB6","protein_coding",70006,"distal","turquoise"
"T1_MBC_to_prePB","chr16-57023303-57023584",5.73362927848016,"MT2A","protein_coding",415245,"distal","turquoise"
"T1_MBC_to_prePB","chr16-57023303-57023584",5.73362927848016,"MT1E","protein_coding",397969,"distal","turquoise"
"T1_MBC_to_prePB","chr16-57023303-57023584",5.73362927848016,"MT1G","protein_coding",355379,"distal","turquoise"
"T1_MBC_to_prePB","chr16-57023303-57023584",5.73362927848016,"MT1H","protein_coding",353630,"distal","turquoise"
"T1_MBC_to_prePB","chr16-57023303-57023584",5.73362927848016,"MT1X","protein_coding",341020,"distal","turquoise"
"T1_MBC_to_prePB","chr16-57023303-57023584",5.73362927848016,"CCL22","protein_coding",335328,"distal","yellow"
"T1_MBC_to_prePB","chr16-57023303-57023584",5.73362927848016,"CCL17","protein_coding",381323,"distal","yellow"
"T1_MBC_to_prePB","chr7-76022416-76022727",4.45470320910044,"HSPB1","protein_coding",279972,"distal","turquoise"
"T1_MBC_to_prePB","chr9-84304653-84304919",6.4273746392636,"NTRK2","protein_coding",363764.5,"distal","yellow"
"T1_MBC_to_prePB","chr8-22462452-22462702",12.7165123141398,"SLC39A14","protein_coding",95328.5,"distal","turquoise"
"T1_MBC_to_prePB","chr17-6347449-6347755",5.42170929865238,"XAF1","protein_coding",407844.5,"distal","blue"
"T1_MBC_to_prePB","chr20-36661744-36662054",5.14706024825501,"MYL9","protein_coding",120415.5,"distal","turquoise"
"T1_MBC_to_prePB","chr19-1490727-1491142",3.15386188536263,"CNN2","protein_coding",464354,"distal","turquoise"
"T1_MBC_to_prePB","chr19-28284520-28284863",6.20794092930006,"CTC-459F4.3","lincRNA",491229,"distal","turquoise"
"T1_MBC_to_prePB","chr8-124428994-124429258",12.0177034167014,"RNF139-AS1","lincRNA",45449.5,"proximal","blue"
"T1_MBC_to_prePB","chr6-114292260-114292573",6.30862467465195,"RP3-399L15.3","antisense",322716,"distal","blue"
"T1_MBC_to_prePB","chr19-45681984-45682239",4.1950031795439,"CD3EAP","protein_coding",275903,"distal","turquoise"
"T1_MBC_to_prePB","chr19-45681984-45682239",4.1950031795439,"FOSB","protein_coding",214117,"distal","brown"
"T1_MBC_to_prePB","chr19-45681984-45682239",4.1950031795439,"VASP","protein_coding",175533,"distal","turquoise"
"T1_MBC_to_prePB","chr22-50683294-50683571",3.91883595768428,"CTA-384D8.36","antisense",159507,"distal","turquoise"
"T1_MBC_to_prePB","chr22-50683294-50683571",3.91883595768428,"CTA-384D8.34","lincRNA",140783,"distal","blue"
"T1_MBC_to_prePB","chr22-20307447-20307726",6.69108515198509,"RANBP1","protein_coding",191649,"distal","turquoise"
"T1_MBC_to_prePB","chr6-36391068-36391323",3.88269763134664,"CDKN1A","protein_coding",285264,"distal","turquoise"
"T1_MBC_to_prePB","chr10-101945690-101945979",5.29449620673217,"NPM3","protein_coding",162422,"distal","turquoise"
"T1_MBC_to_prePB","chr10-101945690-101945979",5.29449620673217,"NOLC1","protein_coding",206341,"distal","turquoise"
"T1_MBC_to_prePB","chr10-102046326-102046597",5.81034729252485,"NPM3","protein_coding",263049,"distal","turquoise"
"T1_MBC_to_prePB","chr10-102046326-102046597",5.81034729252485,"NOLC1","protein_coding",105714,"distal","turquoise"
"T1_MBC_to_prePB","chr15-41408466-41408728",5.24505098340904,"CHAC1","protein_coding",455635.5,"distal","blue"
"T1_MBC_to_prePB","chr15-41408466-41408728",5.24505098340904,"NUSAP1","protein_coding",75903.5,"distal","turquoise"
"T1_MBC_to_prePB","chr11-58347061-58347338",6.60336850575105,"LPXN","protein_coding",231020,"distal","turquoise"
"T1_MBC_to_prePB","chr20-44420417-44420692",4.64512233614914,"OSER1-AS1","lincRNA",209595,"distal","blue"
"T1_MBC_to_prePB","chr20-44420417-44420692",4.64512233614914,"PKIG","protein_coding",111230,"distal","yellow"
"T1_MBC_to_prePB","chr17-40985199-40985486",5.82831248590284,"RP5-1028K7.2","lincRNA",468317,"distal","yellow"
"T1_MBC_to_prePB","chr17-40985199-40985486",5.82831248590284,"CCR7","protein_coding",419871,"distal","yellow"
"T1_MBC_to_prePB","chr17-40985199-40985486",5.82831248590284,"TMEM99","protein_coding",166237,"distal","turquoise"
"T1_MBC_to_prePB","chr12-49208461-49208726",4.64063685238393,"TUBA1B","protein_coding",77197,"distal","turquoise"
"T1_MBC_to_prePB","chr12-49208461-49208726",4.64063685238393,"RP11-386G11.10","antisense",80812,"distal","turquoise"
"T1_MBC_to_prePB","chr12-49208461-49208726",4.64063685238393,"TUBA1A","protein_coding",19270,"proximal","turquoise"
"T1_MBC_to_prePB","chr12-49208461-49208726",4.64063685238393,"TUBA1C","protein_coding",19858,"proximal","turquoise"
"T1_MBC_to_prePB","chr4-1340666-1340932",2.31124567300441,"CTBP1-AS2","antisense",91499.5,"distal","blue"
"T1_MBC_to_prePB","chr15-45670782-45671040",5.93876101584214,"GATM","protein_coding",268584.5,"distal","turquoise"
"T1_MBC_to_prePB","chr5-159200416-159200683",5.86013837596054,"EBF1","protein_coding",100789,"distal","brown"
"T1_MBC_to_prePB","chr19-13049288-13049570",3.45454193308477,"JUNB","protein_coding",257933.5,"distal","brown"
"T1_MBC_to_prePB","chr19-13049288-13049570",3.45454193308477,"CALR","protein_coding",110851.5,"distal","turquoise"
"T1_MBC_to_prePB","chr8-94767000-94767284",6.42444028905892,"CCNE2","protein_coding",129535.5,"distal","turquoise"
"T1_MBC_to_prePB","chr19-16435202-16435661",3.57855145944145,"TPM4","protein_coding",368411,"distal","turquoise"
"T1_MBC_to_prePB","chr19-16435202-16435661",3.57855145944145,"KLF2","protein_coding",110615,"distal","brown"
"T1_MBC_to_prePB","chr16-69373257-69373553",5.29544369408087,"NQO1","protein_coding",353545.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-33756832-33757084",5.54435181813853,"KIFC1","protein_coding",365422.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-33756832-33757084",5.54435181813853,"HMGA1","protein_coding",479914.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-128116661-128117009",6.70402200339947,"HILPDA","protein_coding",339013.5,"distal","turquoise"
"T1_MBC_to_prePB","chr18-11980932-11981200",2.83178063938314,"TUBB6","protein_coding",326602.5,"distal","turquoise"
"T1_MBC_to_prePB","chr20-44519777-44520136",5.38721814217413,"OSER1-AS1","lincRNA",308997,"distal","blue"
"T1_MBC_to_prePB","chr20-44519777-44520136",5.38721814217413,"PKIG","protein_coding",11828,"proximal","yellow"
"T1_MBC_to_prePB","chr2-208576099-208576359",2.3759269492165,"PIKFYVE","protein_coding",309962.5,"distal","brown"
"T1_MBC_to_prePB","chr19-45972393-45973010",2.47088327339463,"VASP","protein_coding",466123,"distal","turquoise"
"T1_MBC_to_prePB","chr7-25896501-25896804",4.1464218809295,"HNRNPA2B1","protein_coding",304876,"distal","turquoise"
"T1_MBC_to_prePB","chr7-25896501-25896804",4.1464218809295,"CBX3","protein_coding",304509,"distal","turquoise"
"T1_MBC_to_prePB","chr7-25896501-25896804",4.1464218809295,"SNX10","protein_coding",395242,"distal","turquoise"
"T1_MBC_to_prePB","chr19-41283978-41284262",2.19329936339636,"AC006129.2","lincRNA",261071.5,"distal","blue"
"T1_MBC_to_prePB","chr6-26172098-26172367",4.03814951037104,"HFE","protein_coding",84952,"distal","blue"
"T1_MBC_to_prePB","chr6-26172098-26172367",4.03814951037104,"HIST1H4C","protein_coding",68357,"distal","turquoise"
"T1_MBC_to_prePB","chr6-26172098-26172367",4.03814951037104,"HIST1H2AC","protein_coding",48088,"proximal","blue"
"T1_MBC_to_prePB","chr6-26172098-26172367",4.03814951037104,"HCG11","lincRNA",351217,"distal","blue"
"T1_MBC_to_prePB","chr2-241525800-241526064",3.0953844787142,"PASK","protein_coding",375668.5,"distal","turquoise"
"T1_MBC_to_prePB","chr17-40896939-40897221",6.9707288592397,"TOP2A","protein_coding",479130.5,"distal","turquoise"
"T1_MBC_to_prePB","chr17-40896939-40897221",6.9707288592397,"RP5-1028K7.2","lincRNA",380054.5,"distal","yellow"
"T1_MBC_to_prePB","chr17-40896939-40897221",6.9707288592397,"CCR7","protein_coding",331608.5,"distal","yellow"
"T1_MBC_to_prePB","chr17-40896939-40897221",6.9707288592397,"TMEM99","protein_coding",77974.5,"distal","turquoise"
"T1_MBC_to_prePB","chr12-3982347-3982713",4.33282885753048,"CCND2","protein_coding",291241.5,"distal","turquoise"
"T1_MBC_to_prePB","chr11-798220-798491",5.28807528776588,"HRAS","protein_coding",261069,"distal","turquoise"
"T1_MBC_to_prePB","chr15-74666587-74666882",5.94374491859583,"UBL7-AS1","antisense",205470,"distal","turquoise"
"T1_MBC_to_prePB","chr19-4328487-4328769",4.70218430091247,"EBI3","protein_coding",99130.5,"distal","turquoise"
